p cnf 5000 7500
-2208 681 -774 0
2617 -3794 -3866 0
2700 2820 276 0
-4280 -2170 1654 0
1802 1838 3487 0
3554 307 -461 0
726 -2878 2474 0
-2677 1850 2279 0
965 3816 203 0
867 -4292 4550 0
3746 3027 2209 0
1141 -3757 2305 0
2703 -2237 -3688 0
4580 2280 1029 0
4038 -2383 -581 0
1390 -4376 2210 0
4736 2426 3986 0
2466 4180 -1347 0
470 -4376 -3098 0
3079 1138 -4407 0
985 -3231 2563 0
2772 1926 121 0
2796 4707 2746 0
3030 2129 1132 0
1531 -2292 59 0
2723 2289 2423 0
4815 3287 2640 0
2900 4551 -4894 0
3144 2227 3239 0
51 -1585 -3680 0
-609 -4158 1832 0
2966 1411 3307 0
-586 1005 -2528 0
-1068 928 700 0
-4596 1243 2894 0
82 1313 688 0
4720 1623 2530 0
1618 -2871 2803 0
-1859 4202 -3374 0
-3034 -4553 2177 0
-3543 -4180 2783 0
2924 2666 2043 0
4356 4097 4378 0
-4468 626 -1133 0
3891 156 -360 0
-216 2583 -1119 0
1433 1570 1961 0
-3330 2369 -4257 0
1679 3268 3174 0
1116 1747 2905 0
603 3207 -744 0
279 4538 3861 0
3563 -2907 -2052 0
-1332 21 25 0
2150 852 -3967 0
4919 4724 2805 0
935 -1471 2592 0
2770 2949 1472 0
261 2408 3576 0
469 3449 4846 0
4950 -4301 -303 0
300 -402 -4806 0
-470 -576 4393 0
4580 1581 1626 0
1013 3085 2983 0
-2406 1357 -18 0
-2685 -2935 127 0
-721 1217 4285 0
-4239 1238 3748 0
-2240 4973 -3607 0
98 4257 2005 0
2669 497 461 0
3781 2479 -2048 0
-4594 132 -1423 0
-12 4132 813 0
1175 4271 660 0
179 1351 -580 0
2608 3061 4591 0
-1554 -1762 2526 0
-2239 4131 399 0
1626 -2689 -4714 0
1283 -3667 3817 0
1040 3398 1980 0
4871 -4120 -3774 0
1817 2414 2081 0
3990 -2681 4561 0
1655 2645 1240 0
-2891 1928 -3372 0
-811 1898 754 0
1355 -2814 4746 0
1197 -3658 -2081 0
3861 4343 3549 0
-387 2309 -3555 0
2595 4831 2977 0
-783 4996 -1142 0
239 3346 3830 0
251 3966 2091 0
1134 2151 436 0
3230 -685 -3600 0
-1654 2905 1209 0
1116 -1211 -3507 0
-2559 4635 3028 0
2542 -1057 -395 0
-4313 677 -2575 0
2505 -2184 -888 0
-4267 -3148 4228 0
2026 444 403 0
954 -1475 -2537 0
2661 4560 111 0
1593 4114 720 0
299 -2495 -4691 0
2854 -4362 3744 0
343 4807 3093 0
540 946 768 0
1888 -46 -1070 0
3392 -3528 3483 0
4000 4298 466 0
-3450 -1896 2359 0
4078 1093 512 0
2402 -1301 -3391 0
3640 4789 2778 0
-2368 2660 -2235 0
-3698 1227 -3835 0
4237 227 2333 0
894 3480 482 0
3666 4298 1194 0
3293 3950 112 0
598 693 3213 0
-2252 2887 -4325 0
-3663 3771 3468 0
-3824 954 -2753 0
-3824 1405 550 0
493 2182 4721 0
3243 152 3697 0
3417 3455 4121 0
204 2227 -4608 0
3223 -345 2894 0
-1711 85 3143 0
-1464 -425 3818 0
4042 4267 1695 0
3933 4196 1292 0
2654 4920 3748 0
4162 2906 3265 0
969 2403 2822 0
69 2256 -1754 0
-1886 -2756 550 0
-3766 662 -1130 0
3248 513 2327 0
2718 -2568 2618 0
-3491 -2277 1957 0
2170 -3894 -4256 0
3113 1339 1187 0
2112 461 -1953 0
-3606 3624 3696 0
-4721 2168 1883 0
-4812 1083 3592 0
-3692 669 -4450 0
2577 -2459 -3823 0
1027 2623 -3237 0
2210 2732 612 0
4473 -326 25 0
-348 -4289 27 0
306 2513 -4923 0
2860 2935 -389 0
-4475 -1094 3630 0
-2907 -2692 4495 0
696 -1544 3114 0
1637 -4696 37 0
4656 3142 -706 0
123 -2699 -3483 0
-1136 3545 4961 0
-4803 1204 1715 0
1224 2771 3668 0
4698 -4711 -1892 0
-2314 4460 4984 0
1417 1909 -3911 0
897 2199 517 0
-4282 -2077 686 0
2910 3225 2099 0
3319 1538 2825 0
3175 -4972 -2846 0
2421 -1335 1577 0
-2097 2689 -968 0
1981 2941 2891 0
549 3576 3785 0
4523 -2868 -1585 0
-4665 -3063 4747 0
2449 2141 213 0
322 55 2881 0
-2570 3775 2454 0
4514 2163 2051 0
4962 2354 -2380 0
-1039 2392 -696 0
3092 -1577 -4664 0
-959 540 301 0
3591 -732 -3517 0
152 3881 1049 0
2738 4043 2133 0
1531 -3280 1744 0
-353 -3414 1566 0
-2770 2036 -4229 0
3896 -164 -636 0
4914 3279 2776 0
3932 -4573 1398 0
-2305 730 -3350 0
1546 3289 3391 0
-3905 -1920 1282 0
-1670 2449 -2858 0
1793 2549 21 0
552 -3986 1438 0
1590 4454 -984 0
3882 626 1858 0
4646 263 -1077 0
3903 -53 4885 0
-4388 4580 1990 0
779 393 4215 0
4213 2605 3555 0
3653 -4223 -562 0
2132 3219 1855 0
-3916 3738 4028 0
3023 4974 1421 0
-194 -3027 3502 0
-4102 3971 1852 0
3413 -4615 3028 0
-4763 1219 3490 0
-211 557 -4224 0
-488 3870 -4517 0
4369 158 -1188 0
328 -219 -2959 0
-800 3700 766 0
-2231 2029 -3462 0
-4190 2030 3749 0
-2078 -470 1179 0
-1242 4444 -1878 0
722 3953 3702 0
4406 2907 3955 0
4724 1667 1347 0
595 166 4670 0
-3381 4291 2827 0
2737 -533 -842 0
4692 215 -3092 0
645 -698 -1045 0
4326 557 -2212 0
4830 -3787 -165 0
1572 3139 1905 0
2525 9 1157 0
408 3509 -231 0
2017 2184 62 0
1103 2492 -2257 0
3640 -2251 4967 0
4907 580 2055 0
896 1318 -4468 0
987 -1095 3991 0
-3691 3650 -994 0
3909 3656 4014 0
-2367 -603 896 0
711 3067 -2151 0
1813 3736 4026 0
-4312 -2551 2840 0
-210 666 1551 0
4166 -2775 -3697 0
-4981 3174 -563 0
-683 2300 4595 0
-1400 1972 -4372 0
4761 2822 4390 0
2057 -4554 2904 0
-3518 2993 3774 0
3113 3238 -1821 0
-3795 -2351 3815 0
758 429 439 0
-2535 2007 4848 0
2611 1943 -4467 0
-1566 3485 2497 0
2865 2235 1553 0
4674 -4020 132 0
2397 -3696 2518 0
2720 3909 3487 0
1852 2619 1538 0
614 629 4518 0
4512 99 3746 0
3506 -267 4933 0
-2660 -2962 1129 0
1634 3847 1821 0
-575 -4515 3855 0
1578 1077 4916 0
2589 -4589 1762 0
-813 -2429 3839 0
318 2258 2418 0
-1358 1440 3267 0
2779 1864 4499 0
2654 1867 2618 0
2487 2845 1699 0
-4442 190 566 0
3433 4327 400 0
-3995 4032 4281 0
3396 1812 3045 0
1207 4466 759 0
-4930 -4442 685 0
1828 2820 1648 0
4971 4003 3722 0
-1950 3048 819 0
3695 -4051 -2774 0
-4679 4265 -1998 0
2194 3058 1071 0
4907 1295 4900 0
-607 596 4922 0
-4509 -4587 1576 0
2785 -1977 404 0
4986 2268 -1826 0
3911 3066 -3131 0
-391 -2420 3600 0
4298 -2021 2549 0
2051 4827 -4706 0
-3792 -545 834 0
2810 -786 3187 0
-129 1075 3177 0
-3423 229 -2833 0
-1977 3222 -1830 0
-100 1372 4109 0
1884 2355 711 0
2685 -2178 -2360 0
2731 -3502 -4332 0
-729 3666 -1236 0
-403 3726 -4654 0
3185 2687 3157 0
2267 -2578 3622 0
-4608 1732 -1731 0
4635 -3994 -3016 0
417 4824 2245 0
-4717 -2907 4311 0
4392 2406 2277 0
-1526 -4442 1142 0
-2428 1561 4806 0
1452 -2448 4107 0
4933 669 39 0
498 4324 808 0
3069 1112 1546 0
3729 -4631 -4466 0
585 4515 488 0
3051 3261 3701 0
3813 1804 -2497 0
237 373 -476 0
1125 -189 -1373 0
4988 940 -3597 0
4778 699 2166 0
3297 1319 3234 0
3564 3338 4258 0
2145 -1731 1 0
2548 3405 2273 0
-257 -4344 4786 0
-915 -3807 2878 0
326 4056 579 0
668 -2995 4847 0
3056 1175 4923 0
971 842 -1486 0
4867 4069 -248 0
3457 -2190 -799 0
3286 4587 2341 0
1927 790 3341 0
-3820 4824 -58 0
-1201 1713 -4714 0
-3840 2924 3651 0
-4031 -2967 1775 0
-425 -1548 3496 0
1710 2049 -2825 0
-1698 -1913 3820 0
2931 4621 3923 0
4245 2027 -126 0
534 -3246 3928 0
-619 -698 2110 0
-3815 -3601 3618 0
3590 1946 4214 0
-517 860 -1883 0
2450 -4265 -4465 0
-4753 -4993 724 0
-3458 153 2054 0
171 858 2350 0
-3680 2530 -4244 0
2325 1600 3274 0
324 -2735 -1397 0
1853 2521 -1035 0
2523 -3271 3911 0
3875 -3222 3750 0
-1587 2160 -3589 0
259 3808 102 0
3280 -1521 -330 0
1764 1385 1476 0
3000 4629 4689 0
-4477 996 -4113 0
-770 2853 2673 0
3011 -837 186 0
2810 363 2587 0
-219 423 1199 0
4277 -283 1663 0
-3919 -1195 3959 0
-2248 -726 31 0
-4022 -1545 4404 0
2105 -4285 -4638 0
-2293 3816 -2098 0
3087 -406 -2825 0
2571 1019 1288 0
2314 -2847 2250 0
454 3526 -3023 0
718 1066 1306 0
4249 2922 2295 0
-3554 971 -3548 0
2084 904 -908 0
4417 3670 -4452 0
-4625 -1862 913 0
-1359 1552 -899 0
-2281 2593 4858 0
1237 1388 1229 0
1713 1100 3144 0
1363 1980 3810 0
2764 -2301 3396 0
-521 3560 3183 0
3657 1450 1428 0
-937 -307 4468 0
1879 2777 3255 0
3729 -3034 4866 0
3539 -388 2635 0
1184 1710 3131 0
4961 4768 2979 0
-1704 -1475 4829 0
2715 3550 -812 0
4805 -2859 -2409 0
85 -992 2185 0
1114 1170 3521 0
2464 4542 -4084 0
4394 1028 496 0
3936 4265 861 0
4839 2868 86 0
1214 1324 128 0
4542 -2331 2007 0
1140 409 4718 0
454 -116 -2262 0
-4088 4901 -946 0
-1611 2905 2190 0
-4929 4611 -892 0
1424 -3445 941 0
4924 1881 -641 0
550 -2719 3601 0
3566 2721 -4144 0
-3883 -4458 3930 0
3893 3884 746 0
4576 4979 1289 0
116 238 3529 0
580 -1285 -1050 0
3041 660 3018 0
4487 1549 4489 0
-2635 -3709 4766 0
-1121 3521 -3976 0
-3239 478 76 0
-433 1240 490 0
1397 2382 3031 0
1111 4929 18 0
4281 3423 1929 0
2523 500 4432 0
-255 4775 1598 0
-1783 3994 -2957 0
3134 3803 4566 0
-4213 1776 4765 0
2615 -558 4230 0
1776 -1614 -3706 0
1011 219 4077 0
4758 4073 3971 0
-2509 2095 1050 0
1827 -3243 -4923 0
5000 378 -991 0
-1988 389 -2970 0
-1495 4324 -1277 0
1409 242 -1106 0
-3 4617 1546 0
-3539 1419 4770 0
562 2007 697 0
3250 3738 1886 0
4413 3190 130 0
1993 3627 -1682 0
4101 899 1420 0
3945 2048 -4359 0
1575 4507 2967 0
2242 2257 4873 0
4941 1793 2675 0
2946 730 3620 0
-2242 -4049 1304 0
-1793 2073 -515 0
-4468 3434 -4978 0
793 1871 182 0
3702 273 2763 0
1028 4637 846 0
3951 -2295 -2412 0
-2386 444 1913 0
1448 4756 4225 0
1137 3058 3194 0
1245 -2980 -4335 0
4529 1552 3907 0
2307 2804 1465 0
559 -351 -3264 0
1949 2221 583 0
-3907 -4250 1786 0
270 -106 3097 0
458 -155 856 0
-403 1953 -2834 0
-3600 -804 2740 0
4179 2516 -1976 0
4825 2264 3283 0
-2971 -2144 980 0
-2384 -3820 3856 0
-614 -1644 2128 0
-4754 -3446 3546 0
4027 2621 307 0
-2640 900 -4984 0
-2458 1972 -4173 0
858 3748 -2274 0
267 2676 4192 0
858 -1049 -200 0
1612 -3022 -4449 0
-3839 2073 2205 0
489 2347 1483 0
665 2633 3699 0
-3388 -4072 2434 0
826 1952 -4487 0
1932 -2965 1140 0
2945 3607 4629 0
3962 -3430 -177 0
-900 -2897 3961 0
4944 4859 -2502 0
-1513 -2655 3653 0
499 3219 2057 0
259 171 -2969 0
-4909 4741 -3272 0
2922 4841 1269 0
-3317 1176 -2432 0
1274 -1828 -4980 0
3450 -4084 141 0
2857 -95 2038 0
2737 -2875 4936 0
-1030 -624 4993 0
3755 2901 1869 0
-249 237 1382 0
-4104 1533 2815 0
-3203 1845 -941 0
1190 1508 91 0
-2158 2161 3405 0
2611 -1882 -608 0
-764 4509 -3375 0
4913 -3951 1438 0
1901 -741 3000 0
544 3572 553 0
-921 3299 3626 0
-62 -175 574 0
866 -742 4791 0
4903 1949 1374 0
2579 -2869 -4194 0
309 -2972 -185 0
-3453 -787 374 0
2372 1 -805 0
-4192 3743 64 0
-1918 3982 -3429 0
742 -4922 -2422 0
346 29 1146 0
1817 1285 4720 0
-2937 -1798 3966 0
-3527 -3300 2663 0
401 1448 4432 0
4019 -3476 -697 0
-4176 -92 3382 0
-3878 1308 249 0
-1536 3583 -1588 0
3968 -4218 -928 0
4691 1854 2904 0
-2967 -2223 3584 0
-178 4375 -2157 0
314 -250 1583 0
-3788 3007 700 0
27 764 3303 0
-1003 4696 -3911 0
2047 3360 4269 0
3700 1986 3456 0
4899 672 3900 0
-3410 -2940 1487 0
719 -4639 4488 0
-3708 -1968 3549 0
973 -1661 4781 0
-2281 4049 -4119 0
-4394 746 2327 0
-980 4078 4586 0
2312 -3002 -1311 0
-3202 -4127 3589 0
2144 -1571 3791 0
3951 -2098 3727 0
3062 -1885 649 0
4655 -671 -1111 0
-732 -3680 1760 0
-3615 254 3596 0
754 -3490 4908 0
3945 846 3257 0
-4316 1311 4037 0
130 4119 78 0
-3668 1647 1019 0
-2022 4526 3492 0
2916 -1676 -1969 0
4570 448 2850 0
1186 3993 -2259 0
-2430 3162 -490 0
-1955 -812 1925 0
-1782 -1728 1109 0
1682 4938 869 0
2868 3532 156 0
2664 2369 -3562 0
-3824 -2450 67 0
2407 1879 3840 0
3707 -349 -458 0
-4811 1426 -1129 0
1938 -2762 731 0
415 -3761 -2696 0
1181 4006 4897 0
4090 4609 492 0
632 -3937 2097 0
1167 1068 -3823 0
-617 2222 3786 0
3997 -389 -940 0
-2046 2542 -2020 0
2410 3845 3252 0
1685 -3736 -681 0
-1696 -3248 4351 0
-1980 4917 -669 0
2831 -4015 4507 0
-245 -2434 4770 0
866 -2857 4085 0
-2281 -2888 3353 0
-2422 -3586 192 0
-1804 -4963 4395 0
585 1453 1805 0
2991 3904 2380 0
-3545 3159 4535 0
1430 -3517 -3790 0
985 -3796 2636 0
601 3494 555 0
2391 4377 -1221 0
3460 -312 -1250 0
-2840 -3795 2896 0
1485 -3317 4057 0
-694 2136 -4987 0
1720 1608 3335 0
-3835 -4447 887 0
-2216 810 -1184 0
1206 -4878 -49 0
-1322 2554 1813 0
-720 1195 -1183 0
-2281 -3099 1254 0
1946 -853 1142 0
4526 1320 103 0
1299 -1623 -4119 0
4176 4596 -680 0
1959 198 1500 0
-2821 -3721 2152 0
176 1541 1030 0
4838 -1965 -3782 0
-358 -4058 1094 0
-100 3915 -393 0
3935 3410 -3416 0
-2212 902 1959 0
104 -2421 1485 0
3660 -3977 -1059 0
-939 2994 4389 0
-1038 3796 3519 0
-2583 -2249 1731 0
-2172 4163 -3651 0
-2713 3916 -4382 0
2179 3689 347 0
-4348 1150 -2294 0
2367 2087 748 0
1344 2324 893 0
4797 -386 4960 0
1191 -2754 3750 0
2500 3788 86 0
1532 -4947 1563 0
-1029 746 -694 0
-9 3947 -2069 0
-2511 -3870 3968 0
-3856 987 4822 0
4190 -2261 2853 0
-282 -1587 3903 0
2502 2087 3400 0
2143 552 4630 0
3506 1966 -4190 0
1473 -4849 -391 0
4750 1282 1905 0
1692 2079 2892 0
-1731 1273 -2856 0
1855 4807 -2037 0
27 -4780 -4785 0
3264 3474 -2136 0
744 604 944 0
4932 3586 4572 0
-676 1847 -171 0
1997 4265 -1700 0
-703 4038 -67 0
3234 3161 2726 0
1842 -283 2424 0
328 2389 4949 0
1800 3194 2364 0
4427 2243 -2793 0
315 728 1508 0
-3888 4722 1058 0
1986 140 552 0
-984 717 2722 0
516 1292 544 0
2108 2455 1241 0
-2757 -4901 2373 0
2808 1996 2423 0
37 607 -1088 0
3837 -4104 472 0
-2453 1809 -3305 0
3232 4181 2686 0
1850 3814 935 0
3063 3709 4322 0
3893 3226 -2750 0
1283 -3148 -2645 0
1146 -4781 354 0
2618 -791 -4426 0
4205 3637 4346 0
4453 1742 244 0
3521 863 -3898 0
2969 1208 1746 0
4110 3052 2402 0
-258 1315 286 0
1705 4735 -2316 0
4923 -3903 -4730 0
2059 -1158 -4940 0
-978 -3961 1944 0
4171 3616 4378 0
-1362 1925 -437 0
-905 -2326 1202 0
3099 1392 -70 0
1892 -3078 -1816 0
-440 -4819 2208 0
2515 -1730 -425 0
-4480 4834 2214 0
4558 -1018 -2120 0
-914 916 3439 0
3601 1789 -3525 0
2508 -2742 -3052 0
91 2108 1010 0
-3653 -1552 3586 0
3863 -1948 -2365 0
2193 497 2216 0
-1961 4193 476 0
-2980 -4213 4085 0
2182 -2429 4811 0
93 3422 2294 0
3652 3388 1650 0
4871 -1031 589 0
2010 1131 3882 0
1798 3587 2020 0
1530 972 3118 0
1641 722 30 0
-4946 3925 -4940 0
4054 4475 -3805 0
-2548 1663 4572 0
4782 -2362 3765 0
1673 3889 -697 0
2209 3675 2279 0
3278 1475 889 0
4171 4361 3001 0
339 -3449 3070 0
-3722 1961 266 0
792 -2516 3634 0
-2612 3119 3899 0
-767 365 -630 0
-2005 3084 -1029 0
1902 4110 -4075 0
-4684 1257 1121 0
-439 3125 2656 0
-4551 595 -3432 0
3774 3731 3316 0
4175 762 -4744 0
-1889 4018 -4237 0
2797 2650 3057 0
3990 223 208 0
2621 1022 2595 0
235 3598 -1501 0
1127 3738 1773 0
-1455 3437 -3719 0
109 4714 4265 0
-3709 424 -2103 0
1801 2210 317 0
4788 1985 1438 0
-946 1745 2932 0
1299 -4261 2464 0
3032 2318 1504 0
4524 2800 3021 0
981 4898 -3996 0
-354 77 3197 0
1895 39 1464 0
-3261 3407 -2400 0
3940 3972 -3242 0
155 3005 1566 0
1430 1379 2015 0
1445 1214 4567 0
1120 144 2279 0
2620 -1542 -4926 0
3686 1987 195 0
-4140 -4339 1202 0
2108 -2172 -3390 0
-727 -3221 2826 0
3484 -1558 -1997 0
3966 -4298 3752 0
-1464 3427 3093 0
-1239 1763 -2074 0
-4693 1655 2029 0
-2465 3591 4063 0
2607 -955 2165 0
207 329 2166 0
-264 770 4031 0
978 144 4531 0
3832 -3509 -3598 0
-3545 1310 -1746 0
3147 1449 3360 0
1702 -3401 -3909 0
-2286 3107 2730 0
4569 -4832 -655 0
-4258 962 -2967 0
-2154 4292 4760 0
4989 1661 -2245 0
-3115 1245 3015 0
3 614 -3854 0
3841 -1701 877 0
3141 733 2897 0
4798 -648 -3890 0
2303 -3290 -698 0
-882 -4808 4291 0
4005 688 4067 0
99 -1620 3784 0
2750 4827 1984 0
-4093 2094 1142 0
2732 1942 2057 0
3566 4401 1535 0
4215 -2643 -2209 0
1987 4817 205 0
3825 3687 902 0
688 4505 2313 0
2960 4496 3166 0
2203 -1710 2600 0
-3164 -3355 18 0
-3283 3722 50 0
3124 -64 45 0
3037 -1596 -3575 0
-272 3676 4162 0
-4567 393 -1242 0
1557 2858 2953 0
889 -125 -3710 0
166 3628 856 0
3875 -2540 -3400 0
3095 -3942 -4389 0
-976 3179 -1706 0
2699 3809 247 0
3480 1864 1705 0
-738 4775 -3742 0
4694 2064 1796 0
3099 664 2695 0
-3992 2178 -4495 0
1108 -225 1424 0
3770 -2841 4709 0
-2199 1861 -1353 0
3789 -3944 -405 0
4291 -1132 -1981 0
-4906 4688 2613 0
4190 370 392 0
94 2265 1739 0
613 -758 4463 0
1861 -4130 51 0
4314 4962 2367 0
-4530 -994 3245 0
-2606 -1303 4385 0
1963 1088 2287 0
4486 4674 2368 0
1536 -780 2380 0
-3453 34 -3235 0
493 2458 2527 0
-3535 4094 -779 0
-4321 -2263 4225 0
4000 3319 994 0
4683 4509 988 0
3291 -289 -611 0
-1776 220 4140 0
-889 -127 4047 0
1864 4816 1480 0
-3075 -1528 2431 0
488 4638 2647 0
-2412 245 -2655 0
4601 2452 3138 0
4347 4729 4050 0
4611 1306 4016 0
2663 2254 4493 0
4734 1496 -2933 0
3011 2394 3175 0
4098 4599 1303 0
2123 299 4604 0
1161 2935 1030 0
2316 1333 3283 0
-687 1124 3361 0
-4327 2584 -2756 0
4131 3044 2434 0
-1484 -2582 618 0
-4394 3881 -766 0
4182 -4221 -382 0
2204 1555 1533 0
3110 2628 -3606 0
3430 2228 4431 0
-596 525 -215 0
2635 3551 576 0
3774 4665 822 0
2682 1753 845 0
-3507 -1189 2807 0
3963 3999 2172 0
4051 -720 1604 0
3702 4480 4749 0
-3140 4729 -4898 0
4459 2002 417 0
2115 1150 -434 0
3650 461 3743 0
3515 3562 4065 0
162 -1199 -3998 0
-3381 1246 -2492 0
3340 4587 3948 0
1223 2496 3782 0
4679 3066 -3184 0
2450 2075 1701 0
-104 362 2937 0
86 -2807 807 0
99 -2358 4422 0
23 1127 395 0
-3325 3713 1262 0
4970 1958 -2230 0
3514 2874 4985 0
3971 258 4488 0
3189 4730 911 0
-145 2250 4776 0
1151 2922 3326 0
-757 45 -3176 0
1297 3601 544 0
-4560 3423 -2259 0
-2737 2991 -2259 0
-2161 742 -495 0
-4272 3498 -482 0
-3884 3612 2313 0
4856 31 430 0
3284 -219 -2106 0
4094 -3134 716 0
77 -194 2244 0
1730 2465 3507 0
2254 428 -2818 0
707 -1840 -4463 0
1076 3617 2837 0
2280 536 3335 0
1789 1896 3866 0
-3678 3504 -4896 0
963 1986 -4156 0
2141 2586 2131 0
-3808 -1309 3507 0
3255 -4419 853 0
4678 2893 186 0
-4610 619 4791 0
4338 -4705 -706 0
1091 968 1039 0
-416 885 1612 0
-3148 2046 3290 0
881 1116 175 0
-2652 4519 4989 0
886 1994 3961 0
-857 777 4016 0
-4414 1109 1443 0
-4519 1018 -2279 0
-1868 4981 -1222 0
3483 1124 3076 0
-3949 4885 -3774 0
521 -4269 -613 0
3776 4560 1059 0
215 3467 -3840 0
-1662 3097 -838 0
-677 -2744 1942 0
480 3397 4474 0
4283 -3290 -1608 0
-593 4587 -1711 0
2502 2533 1303 0
3999 1198 4278 0
4355 -627 -182 0
-2898 885 1384 0
3288 2388 1186 0
-4956 3662 3340 0
3501 3006 -2535 0
1481 -728 697 0
4170 826 1898 0
3906 2328 -664 0
1611 3331 2417 0
3471 -4274 1574 0
3190 3418 -743 0
3270 -1999 76 0
-417 -212 2931 0
156 -2232 -1989 0
-2876 -1241 3573 0
2964 1846 3941 0
1884 520 4558 0
4925 4141 727 0
2779 -3706 4453 0
2567 1538 4074 0
649 4468 4552 0
-1525 1684 -3089 0
3763 2991 61 0
-4642 -609 2488 0
-2626 2025 4464 0
2140 2417 -1137 0
4820 4278 -3868 0
3388 3713 1846 0
849 179 -3872 0
920 -2634 -374 0
3143 4111 2650 0
1852 2656 1888 0
1135 3730 -2777 0
-1315 1772 -3794 0
2114 1530 -4850 0
-737 -302 549 0
2065 2716 658 0
4573 1287 3752 0
-991 1679 -970 0
-336 2609 -2519 0
-1898 2833 -138 0
2759 4508 -272 0
-1917 4023 -4376 0
4978 -2553 2055 0
137 -442 -4658 0
576 422 495 0
3375 -1506 4322 0
839 4349 2921 0
4067 2268 464 0
3224 -175 1672 0
3954 3385 4133 0
3018 1629 2703 0
4066 -3615 -584 0
-2625 -835 4859 0
2404 4892 4634 0
730 -1915 640 0
3082 3262 678 0
-1049 1829 -211 0
2105 -776 -3264 0
1044 317 556 0
1917 -1637 -747 0
283 3538 1530 0
19 401 -1032 0
906 1755 445 0
2484 517 2081 0
2099 2685 4052 0
1106 2806 -2745 0
4021 238 1057 0
3467 2497 4603 0
-1417 4619 4850 0
2912 1184 4921 0
-3276 1477 4224 0
671 2226 1666 0
-1044 -3466 3935 0
4662 2118 1305 0
3476 827 4159 0
1417 4759 1085 0
4490 782 -2258 0
-1206 2955 -1144 0
-4224 -4831 896 0
1133 1197 4146 0
2525 4039 1090 0
2522 -1575 -4514 0
-954 1039 4567 0
833 967 2669 0
1510 3084 3190 0
698 2977 2500 0
-935 4432 3627 0
2257 2599 2147 0
-965 -3867 2552 0
1038 763 3235 0
2544 4835 3932 0
-2994 -358 1616 0
2224 4787 -1442 0
3223 563 653 0
3734 1941 263 0
3013 315 -3259 0
2892 1271 1107 0
4906 4318 3860 0
1637 139 2856 0
4593 1105 3352 0
2703 -2365 -2024 0
-4276 4637 2138 0
4983 3323 -4976 0
-1464 2167 3660 0
-4710 -2732 1662 0
-1755 238 -1169 0
1712 -3594 -2211 0
-1922 -3695 3967 0
321 -3597 -1364 0
4133 4882 2538 0
1866 -601 -1078 0
4090 125 1021 0
2058 453 3414 0
473 -2542 -3579 0
2666 1865 3547 0
-3181 2104 -4136 0
4811 2688 857 0
2156 -763 3137 0
3740 1140 1675 0
979 2485 1789 0
2941 2819 2583 0
-3682 3503 3924 0
1878 -2224 3466 0
4871 3520 1177 0
4289 3533 -4874 0
1496 1526 4024 0
-4380 4299 512 0
4261 626 3655 0
3598 -2812 -2320 0
-1554 -3123 2238 0
3636 4850 1255 0
4865 -4650 4619 0
3670 365 3098 0
2753 3331 2479 0
2162 2788 -1787 0
3081 3648 -3040 0
-4460 255 -3508 0
-587 -798 4475 0
4183 4066 779 0
3434 3379 3943 0
1300 367 -251 0
4143 3461 4941 0
-3642 -2901 1445 0
1378 4734 957 0
1970 -4877 -3906 0
2736 -2304 1992 0
3722 -4623 -2887 0
1742 -310 4449 0
2414 -1039 3065 0
3887 2878 -4539 0
-1239 2680 681 0
4464 -1441 661 0
4605 2164 3402 0
-2286 -3643 4005 0
-4570 1441 -3558 0
1951 -4515 2985 0
548 -3629 -1006 0
1521 721 4324 0
4045 2498 1387 0
4756 474 2815 0
1730 417 3833 0
-2809 -786 3197 0
2368 2358 4807 0
-2703 2985 -2676 0
-4265 3921 3068 0
1903 804 3261 0
1218 3907 1372 0
3012 -2078 2000 0
-1977 1133 -4047 0
1534 1759 2620 0
2768 -721 -673 0
-1855 1006 -3718 0
2511 4494 1864 0
3564 4242 1947 0
3821 483 905 0
4751 2306 4954 0
2494 3308 4837 0
4405 2203 3551 0
2547 -3019 -117 0
506 2666 1483 0
474 -4065 4647 0
-322 -2423 2621 0
694 2868 2646 0
-628 2798 -237 0
-294 523 1811 0
2571 -1123 5000 0
4886 -4284 3628 0
4252 4079 3272 0
741 -3776 4425 0
972 1521 1937 0
4491 2372 1703 0
4469 -2243 -962 0
-1517 2431 -4733 0
3880 3513 -2613 0
2796 4361 -2664 0
3265 -4231 -3339 0
1224 -589 -2820 0
-2143 2152 1350 0
1499 -1807 -3386 0
3072 4304 2479 0
1814 -4314 1584 0
1626 -2951 213 0
-1837 346 48 0
321 1854 3850 0
759 -2118 3054 0
-4969 1820 -1151 0
1161 4226 915 0
-1018 3953 -302 0
-383 3416 -1328 0
-712 4662 -2911 0
-4169 -2393 1857 0
1914 3257 881 0
1250 4456 2365 0
-1471 4215 -411 0
3915 535 -254 0
-2983 409 -3391 0
-4904 1676 1384 0
2650 1990 69 0
-4969 4691 319 0
4238 -2441 -3717 0
2988 766 496 0
1074 2943 4818 0
-2097 3081 -3891 0
1515 -1680 366 0
4608 2965 3699 0
1564 1027 3613 0
4462 2198 -441 0
-2161 2581 289 0
4632 4414 3413 0
3783 3983 3525 0
-2877 -1963 3418 0
3974 -2794 -3244 0
164 3779 3123 0
2854 2884 3 0
-3908 3381 4318 0
2019 -105 3259 0
1334 117 2209 0
961 715 -2506 0
-978 -2574 3690 0
2434 2115 350 0
1898 2932 3558 0
-4577 4096 -3066 0
-688 -1167 4744 0
4672 -4157 -4448 0
