p cnf 3000 5000
-2101 1700 -1552 0
1881 1812 2776 0
1825 2643 1627 0
2037 1530 2260 0
-302 158 -1605 0
546 1344 920 0
2894 108 1054 0
-660 535 -1749 0
883 68 -438 0
-2926 1427 -1664 0
1699 1540 1998 0
167 408 2191 0
-17 1894 1602 0
1556 -480 -1894 0
2316 -2034 2890 0
98 -2444 -2114 0
178 -2742 -1017 0
-1700 2759 -1696 0
-2993 2624 -200 0
-364 2243 1553 0
2408 674 1359 0
2060 1293 550 0
1350 1163 662 0
2816 551 -81 0
-634 2890 -999 0
1047 -1260 241 0
712 -2195 1475 0
-2578 2133 1660 0
2930 1335 -945 0
-2962 -36 706 0
524 2275 924 0
2429 -423 671 0
-2801 -243 510 0
2111 1275 1395 0
2766 1795 -139 0
468 -2842 -192 0
155 1185 1509 0
-1295 1699 2871 0
-2347 355 889 0
-13 -1385 536 0
-1007 1197 -1516 0
2637 -1760 475 0
1637 337 1663 0
2972 -2936 -1692 0
-2621 92 -97 0
993 -2383 -302 0
-352 2127 575 0
2196 299 -1390 0
631 2951 696 0
338 2874 730 0
-833 1781 2654 0
2624 233 -1628 0
2476 -1357 -1133 0
2867 1324 2285 0
-846 2514 -1253 0
-1287 -593 2968 0
2727 -1419 2922 0
1120 -1941 1323 0
-2536 -1844 2052 0
953 -1408 -222 0
1047 1076 2711 0
2470 1854 -2636 0
-2896 2590 2825 0
2252 -2506 -1392 0
2136 88 -2374 0
2896 -1130 1398 0
1204 206 -2555 0
2234 860 1336 0
2656 377 107 0
1236 2479 118 0
621 568 1920 0
1475 -1724 1179 0
361 697 171 0
913 -1854 2411 0
2946 2427 898 0
1083 474 -2782 0
-635 -935 2856 0
2491 -1135 2538 0
2893 2071 -330 0
1495 168 373 0
1357 328 939 0
2020 -555 -30 0
-547 -362 899 0
-185 393 -1406 0
-1011 238 -1472 0
-1575 -1653 983 0
1724 -151 1331 0
1674 -1798 -1525 0
2530 -2743 105 0
137 53 -1324 0
1374 2657 1580 0
2767 1328 -1269 0
475 1310 -2812 0
422 -1386 1355 0
-197 -2623 2600 0
744 914 -734 0
-1161 1319 1593 0
1730 1959 -1638 0
759 2173 2799 0
266 2409 1792 0
2512 -1773 885 0
2395 2908 1514 0
2638 -213 2599 0
1543 -2757 -2727 0
2881 412 -283 0
-1028 2148 2546 0
1073 -1562 196 0
2457 -2572 -2675 0
2997 1458 1537 0
1972 2547 2684 0
1763 2481 1744 0
664 2610 1683 0
1383 612 1705 0
-2070 2563 -968 0
-72 2677 586 0
-621 847 2028 0
1833 373 2059 0
156 -971 -111 0
1635 444 1527 0
764 -523 872 0
2752 -2585 1760 0
-2304 718 923 0
2771 2972 1139 0
713 -2941 -2861 0
2027 2547 2664 0
776 1516 328 0
162 1327 -1130 0
-1427 2159 2534 0
-2594 2764 -1679 0
528 2574 1532 0
-514 614 -256 0
-184 2228 -233 0
974 308 2902 0
1135 955 -1797 0
658 2737 1437 0
2511 458 30 0
69 946 -2904 0
-720 1088 -1922 0
48 2324 769 0
-726 1598 1281 0
-575 2144 348 0
2878 1471 -1027 0
1884 -2302 2955 0
892 249 298 0
-1729 19 -1666 0
2573 -927 -2133 0
-314 840 -181 0
1737 2514 -2146 0
1833 -2611 -568 0
-2900 -2937 2860 0
-2575 1496 -1681 0
1007 1860 -1785 0
1561 2646 427 0
-2337 357 2606 0
2769 470 200 0
-2475 -1246 1858 0
174 2286 -386 0
-1024 2730 2485 0
-513 2101 -951 0
1804 85 2490 0
-132 -377 1150 0
1809 1985 589 0
2349 1343 2047 0
67 65 2746 0
1356 477 1959 0
1155 2125 835 0
1282 722 305 0
1873 2015 1584 0
2525 740 -1720 0
2236 1436 1408 0
-587 817 -1492 0
-538 1500 -1387 0
-1557 1006 -2161 0
-1685 -2812 58 0
-923 1096 1790 0
21 1753 -2835 0
-894 -2471 2516 0
-1646 1039 -1601 0
-269 1245 -691 0
-368 1044 2043 0
-1576 -619 2241 0
2245 -2630 -649 0
1568 2828 498 0
-1152 -1285 2810 0
-2976 2244 -400 0
2244 1016 715 0
2202 56 354 0
1032 2917 -253 0
955 1710 -173 0
192 -2616 365 0
-551 1073 -54 0
2540 1388 -2939 0
1921 129 -2180 0
1873 2436 -2080 0
-2480 817 1996 0
987 2285 809 0
987 1102 -1865 0
-1983 -83 102 0
-753 170 1409 0
-1684 -2963 2814 0
835 1400 -1964 0
2010 118 605 0
-516 -371 1524 0
2173 2746 1639 0
675 552 956 0
-1476 1964 1824 0
-2203 308 2136 0
2211 2435 2693 0
-753 2432 794 0
-393 2700 -377 0
2916 127 2237 0
822 2474 -2352 0
-2726 2608 -595 0
1766 -371 697 0
1755 50 -1969 0
14 1995 1374 0
413 -2200 -2092 0
1882 1488 947 0
1029 203 2606 0
-431 709 -1278 0
-2455 2502 2725 0
532 1874 -2257 0
-344 -111 1762 0
2730 367 773 0
-2344 573 2430 0
-217 2230 2014 0
-2267 1623 -2563 0
-1392 2793 910 0
-697 1391 -2500 0
-2894 958 1074 0
-1397 -363 186 0
2301 -2793 1648 0
617 946 2525 0
2357 250 1156 0
-625 639 -2762 0
745 2960 2630 0
282 1817 1251 0
2967 1482 1367 0
-118 971 2862 0
878 856 -2192 0
1038 2414 2611 0
2326 2764 1144 0
1365 2983 1064 0
-830 2127 -1481 0
1461 -860 121 0
2587 -470 506 0
1850 307 1184 0
-236 2765 3000 0
1476 2314 922 0
2491 825 1164 0
659 -678 -130 0
2329 676 1782 0
2968 -71 917 0
1784 -2975 -1428 0
1335 546 2339 0
734 509 876 0
-106 -1461 2956 0
1041 -2518 -2025 0
1964 1616 -1398 0
913 740 2824 0
285 -1365 -2629 0
814 2303 2182 0
2586 1780 436 0
2991 197 -425 0
-2194 1363 1578 0
2148 770 -828 0
1111 -1759 2915 0
-2900 121 -1003 0
1087 2158 659 0
-2681 -2243 1450 0
1353 102 1656 0
-405 1858 -1291 0
1551 -2630 -522 0
1994 2373 -1849 0
-1135 -1577 960 0
1839 1430 -1751 0
624 1782 2334 0
2268 2309 483 0
2992 2730 1296 0
441 -2611 175 0
-2919 1493 1982 0
2833 -2108 -2289 0
-2157 2461 -1340 0
2493 -1686 1884 0
-1355 2496 -345 0
1108 1658 2013 0
-200 1588 -2844 0
2221 1387 906 0
82 2263 718 0
-1052 1483 2487 0
-1517 401 320 0
1816 -234 471 0
511 -1343 2696 0
1368 -1144 -2548 0
1563 2409 2024 0
842 2187 2658 0
792 1386 1609 0
-123 -1742 2611 0
825 1322 2526 0
-496 2008 -2944 0
2551 2352 611 0
2333 1097 159 0
372 -2727 -2394 0
-1396 39 1615 0
654 -449 -854 0
1690 1651 765 0
2536 2629 791 0
1544 991 1371 0
175 48 549 0
230 327 2302 0
2459 -814 -1999 0
-2860 347 -2446 0
1198 1219 -2338 0
493 2879 2284 0
2079 576 363 0
2237 -2928 -238 0
1845 1674 -346 0
-2426 193 -136 0
-120 155 2017 0
334 964 705 0
795 1812 -2625 0
-150 297 -418 0
-1352 -2344 703 0
-2332 2502 1309 0
-1502 1243 1386 0
1885 1737 2722 0
-328 1738 2969 0
551 -1191 -2826 0
2796 959 2490 0
2783 1539 -1364 0
-8 540 1568 0
2961 1011 2203 0
1525 -1721 269 0
-1151 2252 2046 0
1678 512 -53 0
-1840 2393 -228 0
1988 2147 1773 0
2271 1730 -2930 0
-2406 584 1567 0
604 -1114 2725 0
1244 -2475 2546 0
1439 -1044 2885 0
353 2829 678 0
1813 -842 -1208 0
-374 2470 2823 0
2704 -334 -710 0
2259 2165 2415 0
65 33 -1765 0
1744 -1565 -1911 0
2395 2213 -2240 0
-2115 952 -200 0
-299 2165 2955 0
1743 423 744 0
1677 -144 417 0
2854 2280 1413 0
1699 2115 491 0
-828 -2881 2061 0
88 1309 1596 0
-1601 -1220 777 0
2979 1466 2042 0
855 -1723 -197 0
-2540 -1638 218 0
260 15 -2144 0
2488 2065 2299 0
-1648 100 1680 0
2714 2254 938 0
-1176 2355 -1969 0
982 1760 717 0
910 745 -1983 0
-1386 1428 -18 0
-2353 977 -2810 0
2423 1724 -1400 0
-359 -991 460 0
184 2065 -66 0
2248 -2715 -2613 0
-2667 -1205 164 0
2994 838 -669 0
-242 583 2382 0
2493 401 -738 0
1990 604 -99 0
1923 1478 450 0
1661 2023 1473 0
604 1537 2652 0
-1129 9 1557 0
-2742 1355 2789 0
1833 2352 321 0
-1880 -39 1476 0
411 2267 2744 0
-584 2092 1532 0
-1129 120 2578 0
-1875 2715 516 0
2362 -86 -602 0
93 2921 -1020 0
2435 1004 -997 0
1676 1657 334 0
135 536 2838 0
2887 -323 1066 0
-2027 2693 -1784 0
319 2585 552 0
1347 456 -474 0
-2504 2410 -1654 0
1229 1190 -1100 0
679 946 1856 0
1109 854 2308 0
1087 781 1523 0
-2205 -1468 2625 0
2387 1669 -22 0
-1094 1875 2156 0
759 307 804 0
672 2114 1252 0
1919 1567 2864 0
2115 -149 1325 0
-1116 -2648 120 0
199 -2312 2294 0
2615 2000 -726 0
1902 -590 1615 0
850 562 1114 0
2965 -1133 -185 0
1116 464 2621 0
2433 2692 -1288 0
1858 707 226 0
1538 -947 764 0
2791 1047 1541 0
228 1782 -980 0
624 606 -245 0
2233 1402 2871 0
-1953 2265 -613 0
1518 1505 -2830 0
-395 1395 -1940 0
-1469 624 2316 0
2971 1529 610 0
579 1783 672 0
2634 1511 145 0
-437 1366 2925 0
257 -2508 1128 0
994 2237 1071 0
500 1858 2851 0
-514 -1760 1299 0
1077 -2350 1357 0
40 2599 526 0
1222 -151 1523 0
2044 -625 283 0
2066 10 179 0
1858 1835 2397 0
1552 231 795 0
1408 2246 2079 0
273 -589 -802 0
1853 191 1424 0
2914 2359 -2129 0
2237 -2441 1591 0
2994 1470 471 0
2572 -2389 -2666 0
2102 2362 1573 0
249 -2465 2385 0
-2745 -500 2404 0
2730 1100 362 0
1329 449 1262 0
323 2479 2234 0
1886 2441 1491 0
834 2858 1056 0
-608 2563 -47 0
2532 -1010 932 0
848 2179 2054 0
254 -1203 -2266 0
2456 415 -175 0
560 2208 2406 0
2985 2202 -114 0
1029 -1900 -721 0
2574 -1974 1338 0
921 -1866 2297 0
853 205 -134 0
1484 763 1141 0
1049 604 1563 0
-2730 586 2698 0
2342 -1122 1124 0
2064 -2735 1577 0
1066 -1506 -2576 0
-2002 2061 -9 0
-770 1640 -1457 0
-289 13 1621 0
2787 279 1755 0
-2751 2281 1485 0
1948 1015 -1265 0
-52 2365 1250 0
-370 576 -287 0
-571 -2653 1720 0
-2028 288 670 0
-568 2606 -1262 0
1984 1918 1183 0
-1861 130 -242 0
166 1887 521 0
-2932 242 -2309 0
1460 -794 2786 0
-2108 530 770 0
-886 1087 1635 0
1506 -2442 2490 0
426 2725 -2366 0
-2374 -152 1944 0
-1794 2647 2521 0
786 -1606 461 0
-177 2625 94 0
-1116 1208 2593 0
-1495 460 1428 0
2275 2839 950 0
2451 -2493 -2948 0
-2403 -772 1218 0
689 250 -2205 0
-1267 183 581 0
-1506 -831 392 0
1160 -1965 -2914 0
491 -2882 1665 0
439 2421 -825 0
1068 2432 2628 0
1380 -805 1225 0
2680 2689 2270 0
-2776 -2644 2509 0
-981 -1721 1316 0
2104 2492 2257 0
1365 330 8 0
632 -2349 350 0
2377 287 2132 0
2338 2682 2354 0
-700 1044 2290 0
1608 222 1853 0
-2132 200 1011 0
-2667 -2143 93 0
2758 2788 2166 0
685 684 444 0
2898 478 1101 0
-1013 202 -713 0
-2818 -2233 272 0
-1281 1814 -352 0
1556 -1826 -2466 0
504 2150 2405 0
1017 1755 2786 0
-788 -1472 2628 0
2799 -846 1564 0
2594 -444 2117 0
-1901 2958 973 0
-529 -1036 1281 0
-923 -2426 1341 0
1485 1212 903 0
2628 -1468 -2773 0
2029 1122 950 0
2244 838 661 0
1330 -764 2001 0
2543 548 -1734 0
1096 1195 2107 0
424 -803 -1377 0
-1861 429 725 0
-2578 -216 29 0
1861 2984 150 0
614 -733 -675 0
176 -2864 357 0
-2653 -1840 2567 0
2877 125 -1204 0
-1326 -1362 1135 0
967 -2861 1774 0
671 -1842 706 0
-1058 -1444 586 0
1101 2612 1552 0
500 -582 -1771 0
2461 2081 1921 0
657 -628 2040 0
516 -1332 1128 0
-535 1826 -1954 0
-1094 2145 1418 0
2817 -91 -635 0
-2975 1773 -1347 0
1355 -2327 1231 0
-270 -2470 1130 0
2373 249 -130 0
735 -1596 -2637 0
2698 -464 1087 0
418 2588 -55 0
2162 1344 231 0
727 1646 1937 0
29 2542 1178 0
706 2255 -694 0
731 242 -2120 0
603 -1556 -2012 0
668 -2853 1967 0
2134 1271 1456 0
116 800 455 0
957 -122 -2002 0
-2364 -2027 2171 0
2205 428 -2307 0
2030 2551 1205 0
2008 1437 2057 0
1934 -1828 1334 0
1942 1890 -2628 0
127 846 -2562 0
973 -1793 -2165 0
815 -1153 1228 0
388 452 2721 0
891 1745 753 0
1401 2963 1213 0
-2705 -940 1151 0
2071 538 1173 0
1989 1224 1436 0
2123 2346 2405 0
853 -2490 -1644 0
2147 -1421 301 0
1883 -532 -2665 0
-121 -292 562 0
543 2111 982 0
2124 -2900 1301 0
1461 1238 2543 0
1613 -1699 -476 0
2729 566 1895 0
-258 -2750 427 0
1496 -1434 555 0
-2881 2485 -2925 0
-2025 -2602 1400 0
527 1704 2922 0
-2483 -1207 1368 0
2472 548 814 0
1679 -302 2206 0
2812 2333 129 0
2090 1282 1205 0
1233 1297 -817 0
-1045 2547 -1683 0
2266 -659 1199 0
-106 745 205 0
-2354 2336 -758 0
-977 -1864 1961 0
-461 -1387 2040 0
2959 2217 179 0
362 2919 1856 0
2196 -2912 -2277 0
-1556 847 1294 0
520 659 2539 0
1081 1483 -149 0
960 296 5 0
-964 1849 -2550 0
-1530 -1842 1285 0
917 499 -92 0
2946 -2209 2742 0
-125 558 -2544 0
2059 1740 494 0
1369 886 2222 0
-1957 2449 -2218 0
-1138 2784 2223 0
1617 -1347 2345 0
-1026 2699 2395 0
-842 2183 -2633 0
2440 2320 869 0
1995 -1385 2012 0
1473 2638 667 0
848 2216 -2934 0
1546 2243 -2203 0
2760 -799 -1701 0
-1571 1515 -2406 0
1730 2636 70 0
1590 787 871 0
-2409 -320 1107 0
259 -2508 577 0
686 2281 -2013 0
-843 2531 2573 0
2415 679 2140 0
2216 1940 2998 0
-1021 1472 -2952 0
1361 139 -639 0
2682 318 298 0
1733 -959 -1395 0
-1909 1552 1724 0
-294 1420 2977 0
2507 -2360 -1953 0
2537 1051 -2649 0
-2257 -2545 2464 0
2184 2935 402 0
1275 2159 2856 0
645 155 925 0
-591 387 2329 0
-35 2015 1610 0
2846 1241 2867 0
-2617 598 -2783 0
2588 3 1813 0
-1265 624 -1864 0
-2083 -1342 382 0
1952 1667 594 0
-2554 2714 2421 0
382 2375 -1162 0
297 76 202 0
-2499 92 -2713 0
-382 -24 717 0
2468 -2621 -747 0
-1300 -1099 1844 0
2174 -1231 -2570 0
-135 2443 -807 0
-999 1076 2839 0
-2602 1684 33 0
1854 147 -2107 0
-2984 -364 2367 0
808 -2161 786 0
1114 670 1188 0
1105 1400 2503 0
1713 2518 2525 0
-1573 2890 -1735 0
1815 479 535 0
527 60 1275 0
1120 2428 326 0
513 2275 2936 0
2966 -598 -2095 0
2299 170 1129 0
-679 744 -1262 0
2113 182 -393 0
-1261 659 2883 0
-884 -1051 779 0
1134 919 304 0
637 -677 123 0
2090 836 2068 0
2039 659 2322 0
72 163 1012 0
-2863 79 2170 0
1776 1610 764 0
753 1143 1365 0
2934 1982 309 0
2871 990 2075 0
883 2207 2402 0
2508 1126 2064 0
2316 1084 590 0
2248 1545 1942 0
2374 -1544 -1003 0
-1709 2005 780 0
2508 808 -183 0
-440 -2791 2378 0
-1066 -530 2619 0
2623 -707 33 0
-2867 2748 -2318 0
1410 1621 976 0
1798 -605 1222 0
-2153 12 -2029 0
-2405 350 -911 0
569 -471 -2433 0
241 -1459 1146 0
1321 1959 2325 0
2718 -2204 2698 0
420 1474 1112 0
-535 2861 -2760 0
553 2179 -2301 0
-1039 2807 -2019 0
1279 -2769 493 0
721 320 2683 0
2671 2135 1104 0
2184 484 -2192 0
-1105 2466 1241 0
363 888 1963 0
1628 156 1516 0
-539 110 107 0
-2504 -2879 832 0
-2057 -1860 1373 0
424 286 762 0
14 -2909 2928 0
2741 1069 1130 0
254 -726 2602 0
1958 1042 2068 0
-2313 -394 593 0
366 1201 2694 0
103 -2016 642 0
1846 144 -2835 0
458 1204 1214 0
146 2247 544 0
-912 2685 1090 0
-1955 2628 1647 0
-2441 868 -703 0
-1014 -518 897 0
-2783 -2293 2143 0
169 -2568 1224 0
2059 1244 638 0
403 -2174 -2275 0
1147 2132 1586 0
-7 2857 -2499 0
423 767 2703 0
2769 -728 -2384 0
-1329 2072 -926 0
1848 963 2214 0
-991 2861 2881 0
-2164 -2745 1937 0
849 2162 2609 0
-633 2399 1926 0
-1557 112 -730 0
1690 1857 -106 0
-2756 -2624 767 0
884 2536 376 0
2692 537 2474 0
-2367 1592 2616 0
-2240 -513 124 0
-1424 692 -1790 0
563 1381 2198 0
1167 -2661 2752 0
-2542 302 2604 0
-1466 -1117 1521 0
-2909 2139 2529 0
1115 1353 -1633 0
-2209 1934 1955 0
1410 1094 131 0
-1347 1812 -2960 0
455 2160 2772 0
-2677 1042 -1783 0
-2475 2634 1341 0
2700 1229 1584 0
2567 761 -1788 0
1270 -2110 28 0
1698 2083 2276 0
1293 2849 2215 0
2117 -2609 -1492 0
-1551 980 1991 0
-2554 1922 -525 0
2323 1479 -668 0
1479 333 -1048 0
2489 2644 2139 0
2332 638 1345 0
2057 1023 2475 0
-80 -1187 477 0
364 -782 -2636 0
-1640 2221 -1542 0
2611 580 2486 0
738 2597 2072 0
2428 176 862 0
-1312 1851 -2627 0
271 1392 653 0
512 -2525 1691 0
1850 -1203 -2537 0
2727 2326 1773 0
1080 1480 -721 0
-825 2629 -461 0
-473 2550 -1721 0
246 2076 -959 0
489 2051 98 0
-2278 -1024 1069 0
-652 717 2500 0
2495 265 2980 0
-900 2263 -2409 0
1248 2799 2692 0
89 1080 2324 0
-410 1038 -1509 0
-2107 -2809 886 0
-1525 -48 1420 0
-1211 1194 -1871 0
470 -2317 -1964 0
2848 -2646 238 0
896 115 -2623 0
1871 2242 -1356 0
-1256 314 1307 0
737 1130 900 0
2378 417 1706 0
1255 1821 -2159 0
350 -1418 2978 0
979 -1781 860 0
2086 -60 -2294 0
2998 2168 2677 0
-834 2204 -404 0
1729 -1580 450 0
380 1812 743 0
-1934 1506 -1438 0
-16 1820 -1508 0
-1410 1267 -2985 0
2189 1517 855 0
8 1533 461 0
1397 2336 1926 0
-2130 2842 1949 0
1013 -1594 142 0
718 2314 128 0
-1852 -2977 1389 0
2825 2101 2819 0
-2911 2866 -2150 0
79 2392 -1456 0
783 449 1691 0
-234 -1966 1525 0
1373 1112 481 0
-197 650 1766 0
831 597 -686 0
1707 -592 1549 0
185 1717 689 0
2426 -849 -1943 0
2335 -1439 -2630 0
2651 2703 1765 0
2922 -5 -2835 0
2789 -2673 1224 0
1930 -2855 2263 0
-2222 -1316 1203 0
54 2253 2241 0
-2202 2259 -1671 0
766 -1949 -1588 0
-318 -2452 715 0
264 2776 -68 0
-762 -2171 1227 0
87 -1815 -1073 0
135 722 639 0
2836 -583 -1131 0
1959 244 799 0
-2731 764 1984 0
-1274 2821 1621 0
-2609 511 2370 0
2201 1348 -1388 0
2596 1151 1196 0
2480 41 1503 0
1619 2804 520 0
-1211 2240 -2972 0
2917 1679 1445 0
-1674 376 2838 0
2751 957 1227 0
2557 -2334 -875 0
868 2480 1138 0
1077 2663 2794 0
1700 2563 2029 0
-385 -46 1950 0
507 1683 -951 0
663 1616 1561 0
2602 2134 2364 0
-910 677 153 0
-1039 -2915 2493 0
-2607 -389 933 0
630 1213 904 0
2724 1938 106 0
1770 -837 2751 0
831 1877 2992 0
532 -2095 2121 0
628 1114 618 0
1688 1067 103 0
1633 -5 2704 0
1991 197 2529 0
-1060 2533 -2455 0
489 853 -2843 0
1298 -2827 -2010 0
498 -2793 2558 0
915 1369 -1363 0
229 -2309 614 0
-648 1870 1188 0
2231 214 2136 0
-2754 767 1275 0
-1998 2620 -2933 0
206 2059 791 0
16 460 1674 0
2409 2701 -1119 0
1 -918 -959 0
-2272 -358 2959 0
1217 2744 2320 0
391 2626 2720 0
2174 1859 -605 0
-1710 -1395 2797 0
1563 2536 -11 0
-335 1098 -2875 0
2737 46 1319 0
-1970 128 -1737 0
1327 1363 2850 0
-1764 -1080 758 0
2817 -922 1824 0
2413 2286 305 0
-109 699 1308 0
-2881 2114 871 0
-1118 -1055 350 0
2322 2586 456 0
514 1795 1 0
-226 1702 296 0
-2804 226 158 0
877 1183 1437 0
932 -2300 -622 0
596 -1901 -1514 0
284 671 -2606 0
555 572 -1205 0
-1786 912 101 0
-1268 -2094 133 0
1653 -1466 -1611 0
95 2417 236 0
-1198 2952 -2880 0
2444 -2097 1099 0
-1829 2532 -1286 0
274 -542 -1693 0
-664 -1041 429 0
-2072 2572 1543 0
-619 2893 -1086 0
1298 980 2921 0
1475 -2907 -1575 0
-2136 2820 -969 0
2542 1520 754 0
680 2858 1821 0
-2449 -876 952 0
2214 -1831 1020 0
-1700 -1930 1119 0
101 1270 -468 0
1886 2311 -2189 0
1077 -1757 102 0
-2786 2314 1001 0
1572 2728 2688 0
611 -2993 -217 0
-2518 1715 -2504 0
1825 876 -749 0
-2518 -2438 2693 0
2080 1444 447 0
-2054 -1100 1445 0
2644 2495 598 0
888 398 694 0
-294 -233 300 0
1680 2278 1930 0
2545 2717 1606 0
-1732 -768 1437 0
2737 1271 -2417 0
-416 -168 2643 0
-2838 1120 -2481 0
-1637 593 643 0
957 2908 2863 0
2334 -518 965 0
407 -29 1315 0
1620 2695 1636 0
-2304 897 -2177 0
188 2371 -1545 0
-2139 -2074 452 0
-1589 91 -1930 0
-978 2531 -859 0
1396 1649 191 0
1202 2586 417 0
1189 303 2289 0
2781 -2356 -29 0
721 320 687 0
2597 649 1015 0
-2369 2182 -2210 0
1521 -1688 1076 0
1599 -139 -2849 0
-997 -422 1673 0
789 941 2297 0
821 1624 -1861 0
2413 -368 -1431 0
-490 1060 2146 0
2705 637 2965 0
1295 1578 1876 0
-638 1590 395 0
2197 2566 1672 0
-1402 773 -1383 0
-2880 -366 1601 0
50 2121 -2050 0
-727 2530 628 0
1331 -2391 -2941 0
-2220 1716 799 0
2470 -2188 -705 0
-2590 -1462 2476 0
1957 785 2647 0
1716 -3000 -1223 0
841 -2405 294 0
-1733 -334 2570 0
2805 -590 -193 0
2496 1159 1021 0
2370 659 -2906 0
2433 -2379 1584 0
1715 1348 735 0
-2449 -1847 2048 0
427 1772 1752 0
1735 627 -1999 0
-2825 1796 -278 0
939 -278 -562 0
-290 2754 1726 0
-2778 2664 -2140 0
-1165 2286 2223 0
2738 2535 1397 0
2357 730 426 0
1940 -60 462 0
1996 882 -2817 0
-2918 -1670 2025 0
677 -1906 1093 0
1795 1009 835 0
-1905 1317 436 0
-2049 -1544 1595 0
-1614 1050 -2548 0
-592 2684 353 0
-767 2767 2828 0
-1679 728 -1241 0
2046 -1332 -37 0
1616 -2273 -2262 0
-2052 1603 -876 0
-1691 -130 1932 0
-635 967 -1099 0
2629 -488 1172 0
2456 1990 -370 0
2913 -963 639 0
-1347 -2365 2149 0
1448 -1433 -829 0
2027 1164 1837 0
638 -2002 -2634 0
1326 -251 -2411 0
2228 -1096 -1512 0
-1367 2957 1898 0
-881 1041 1945 0
2247 2607 -1023 0
1599 1416 -2275 0
-2020 2441 -1968 0
2035 2507 800 0
43 1032 -2301 0
-2436 -2917 934 0
1458 2072 1286 0
146 1146 2039 0
343 -702 894 0
1260 -1064 -1438 0
884 1057 1243 0
-1285 -2890 2857 0
2074 2582 2934 0
365 638 1916 0
798 -225 1781 0
-138 800 1685 0
1635 -2587 1753 0
2145 -1010 362 0
665 332 447 0
2014 2964 17 0
-1966 2076 989 0
-2255 1988 1028 0
356 2313 928 0
935 2879 938 0
128 -1175 2471 0
344 1838 1331 0
2633 -119 1366 0
2434 2782 2090 0
1294 -900 -323 0
-2598 1838 659 0
-273 1199 787 0
2181 -333 112 0
137 167 -638 0
2830 -37 -2637 0
2134 -1391 2467 0
-2502 2921 1367 0
-2137 165 1170 0
1809 1522 2754 0
789 812 -2013 0
367 878 1894 0
519 970 -2266 0
2900 1251 149 0
-2382 602 1344 0
-445 1991 2594 0
597 2012 -327 0
-1307 -938 2395 0
1076 2035 -2195 0
1453 -1926 -777 0
-2951 2636 -2392 0
2467 -1939 -841 0
-809 48 -909 0
-928 1927 -2199 0
-1308 2281 -1635 0
2780 -1931 1409 0
2688 -430 -143 0
-2732 -1332 334 0
2599 521 -2122 0
1647 2411 -2865 0
-1977 -1126 1129 0
920 1165 -2937 0
2075 1887 2494 0
2521 1582 902 0
-1552 112 1194 0
731 2473 -390 0
267 2336 2751 0
1049 -287 2296 0
2025 646 2621 0
2661 -337 -908 0
-2786 -2252 1147 0
-2976 -2652 2140 0
1387 1485 843 0
1745 2194 2667 0
-373 883 -183 0
434 1521 2686 0
967 1536 169 0
-1240 1507 2414 0
868 -447 208 0
1762 2444 478 0
1459 2416 -667 0
1530 1628 1789 0
2762 -526 150 0
-614 -43 1825 0
1127 2657 -2678 0
2093 1518 -422 0
-2754 2563 -1662 0
1534 2070 1402 0
-2724 1897 -2523 0
-1050 1016 1320 0
-2335 778 1402 0
1931 2375 643 0
-266 1758 1964 0
934 -2002 -1860 0
2336 -305 -250 0
1904 240 503 0
2865 -894 2949 0
-2311 2113 -1916 0
87 1787 1225 0
897 2613 902 0
-1232 2171 -491 0
1409 109 2988 0
-1661 2618 435 0
623 2995 1273 0
612 -945 2117 0
1013 797 517 0
-114 -2813 187 0
-2591 398 465 0
989 -2268 1202 0
276 -2698 -732 0
1558 -727 56 0
-740 458 1908 0
-561 923 -571 0
-2614 1376 -2819 0
1024 1485 801 0
56 1501 2811 0
-557 -650 799 0
2270 1470 1067 0
2605 987 414 0
-2190 371 -66 0
2930 -1813 122 0
1404 2615 -2002 0
2488 2494 579 0
1603 -2448 -2530 0
394 1535 600 0
2587 2772 -428 0
1805 -2957 -1054 0
-205 -589 218 0
-922 2545 -1409 0
-1899 -2041 2347 0
491 -959 -2313 0
-1593 2015 720 0
2271 -1020 1472 0
2581 -18 2129 0
821 614 6 0
2395 752 1784 0
2462 -626 361 0
-2057 1837 -1710 0
2253 1710 1871 0
1298 -2859 1525 0
2087 1353 -2036 0
891 -914 2410 0
1438 2342 2093 0
-1735 -205 2607 0
-271 320 -199 0
-1193 -786 1697 0
-681 661 991 0
-1799 1346 2964 0
1124 -2830 1296 0
2158 -1369 -1319 0
266 1118 140 0
-1578 1249 2290 0
2550 -2871 1765 0
2118 1355 1784 0
911 115 2524 0
2893 -636 -450 0
869 1145 339 0
-1423 -2583 2033 0
2696 1607 611 0
-636 1057 975 0
-2909 54 891 0
1934 334 -274 0
1140 2235 913 0
-1015 2988 -570 0
-330 1505 2857 0
2288 -695 -113 0
-1540 392 -1279 0
559 269 1762 0
886 -2572 2607 0
443 -2809 -492 0
1966 -166 -55 0
2986 1846 2142 0
-397 1847 1405 0
-1986 1914 1721 0
2261 -2189 1419 0
1126 2620 1928 0
-1905 2134 -1562 0
2909 637 798 0
-2478 -2318 1362 0
226 -1928 -544 0
1132 1802 -2671 0
284 2239 -2231 0
718 -11 -337 0
1312 -314 -566 0
-1684 515 -1257 0
472 -1047 -1522 0
-1726 2120 956 0
2301 1510 961 0
1718 -2777 1879 0
-1686 1855 1181 0
-2445 2523 -1183 0
-83 1396 -1287 0
573 360 -425 0
1138 251 848 0
