p cnf 3000 10000
677 -1357 -2857 0
616 -708 374 0
2683 769 -321 0
-1884 -2238 1645 0
1130 1725 -1591 0
1462 2943 1370 0
-1002 1661 -1986 0
-2034 1587 -1338 0
33 1048 -1154 0
2189 217 17 0
-117 2462 -1847 0
-2055 2658 852 0
2572 -2280 -2526 0
147 470 -824 0
923 2972 2992 0
-1844 566 -1052 0
-298 -333 1954 0
1603 -2766 2449 0
-763 282 -2164 0
950 1242 2911 0
1491 -977 518 0
123 -2165 -1195 0
-1960 817 1658 0
259 2701 736 0
1894 861 2254 0
2531 1500 -150 0
1280 -2146 2751 0
-2447 -232 443 0
2953 1980 -1792 0
-134 2021 597 0
1245 -2001 -2412 0
164 2134 -2127 0
-731 939 1160 0
1029 1607 2773 0
1962 -640 -1004 0
-1407 -1259 1302 0
1481 1223 2612 0
-1834 748 226 0
-182 1576 -111 0
2331 -1265 -2097 0
-2146 2792 -918 0
2603 196 36 0
880 -2054 1139 0
-77 588 -2134 0
38 2779 -2733 0
-325 2139 1973 0
-643 1098 462 0
2256 2266 1092 0
260 1484 432 0
-501 2782 -1333 0
943 -375 385 0
499 895 2014 0
-2506 -1257 2655 0
-2082 1380 -2809 0
2849 2655 603 0
-2433 -2421 858 0
2381 216 346 0
2560 187 1706 0
-2192 2433 1346 0
1872 150 789 0
-2374 556 -796 0
-410 -998 1067 0
2313 905 -2696 0
-725 765 726 0
1598 804 853 0
-1364 1302 -1555 0
1132 -1627 -2616 0
456 2076 2805 0
367 2684 1381 0
-1319 -1402 2674 0
1703 1389 325 0
25 2209 2395 0
935 1052 792 0
-1942 233 2472 0
-546 -2832 1893 0
1655 -2880 1448 0
2135 -1975 2620 0
-588 1946 -2644 0
995 2470 891 0
-1484 2716 -1747 0
-662 227 -1203 0
939 1675 629 0
-1140 -1445 2280 0
473 -691 -1153 0
1534 730 2372 0
1634 2477 2523 0
1137 2098 -1754 0
2737 -294 2492 0
706 1268 1968 0
1221 -2957 -1448 0
-770 2798 909 0
496 2036 -459 0
-174 -15 2873 0
2588 2996 2688 0
1482 255 -2986 0
608 144 -1554 0
1107 2329 2505 0
1556 526 1906 0
2421 2569 -2121 0
2160 25 1656 0
-2324 2430 -2158 0
1206 -297 -2741 0
2316 1355 1457 0
1297 325 305 0
-1407 1285 2663 0
-1926 2996 -2180 0
-1982 427 1727 0
1643 2127 438 0
-2897 -2651 2757 0
-805 132 -2278 0
-2964 578 2700 0
1756 2057 -2152 0
1474 1388 2528 0
316 2696 1306 0
867 2021 -2224 0
2448 -1287 2874 0
-1654 1289 689 0
1922 176 1976 0
1305 826 2030 0
784 237 112 0
1572 2678 190 0
1224 479 125 0
-2647 2602 16 0
-1005 1995 -1670 0
736 -76 -1941 0
1929 2041 -1712 0
1125 1026 -2611 0
1413 877 2513 0
2957 -328 -109 0
2610 -2332 -2965 0
1876 1115 499 0
2028 -2393 -483 0
1175 2465 920 0
2816 -1565 -488 0
-2906 1323 -452 0
987 1114 2397 0
479 2536 2658 0
-2677 1810 -2235 0
-2616 1842 2226 0
309 928 -250 0
1421 1710 821 0
278 -970 215 0
2655 2398 228 0
1505 301 1178 0
-1783 710 -714 0
1797 -683 1142 0
2097 1298 971 0
1905 1981 1548 0
-716 -582 2222 0
-2477 1934 1405 0
-2101 1460 310 0
1153 144 -2892 0
-368 2771 -820 0
1513 -847 -617 0
-621 2341 732 0
2414 1544 2925 0
1241 807 -659 0
-2103 -1959 1794 0
786 2512 1636 0
12 1156 530 0
462 -1151 -2426 0
144 -768 -1962 0
1478 -236 434 0
2120 1621 1249 0
-1195 -910 2215 0
-650 -594 165 0
2307 1659 1310 0
1102 -2366 2163 0
1478 1598 -526 0
1028 531 2015 0
2128 -1371 -250 0
-501 2822 107 0
483 480 1964 0
-934 2188 2862 0
891 2779 -2665 0
1825 -2983 -2569 0
296 55 1745 0
-1246 2744 -2002 0
-1325 2836 -1387 0
1629 998 954 0
1226 -2370 1727 0
1434 158 1497 0
1722 -460 -2591 0
2726 2821 2625 0
2853 2710 -2993 0
-1529 691 388 0
780 1415 -1482 0
1459 2877 19 0
-1785 -749 1497 0
-2122 -921 1595 0
2812 1041 1871 0
2813 2140 467 0
639 2327 -1260 0
1046 -1310 -2948 0
633 -1910 2298 0
-1694 2972 2855 0
2365 65 74 0
1252 2155 251 0
789 -2548 -667 0
-2658 2391 1896 0
2104 548 2624 0
714 2120 2224 0
2996 -652 317 0
1321 2347 1512 0
-604 1656 -912 0
362 58 1061 0
915 -1119 -14 0
-2985 -2356 1371 0
423 1635 1162 0
2337 2340 1722 0
2784 2315 2764 0
2973 -1753 473 0
-404 1952 -492 0
2921 143 -1435 0
2578 -2583 -844 0
-2014 2445 2015 0
1053 1062 -2906 0
2959 -1574 -588 0
-1437 -1178 612 0
-2276 1323 532 0
-376 2817 2323 0
2319 408 1106 0
96 -1143 2879 0
357 538 2649 0
1355 1781 902 0
200 -306 -2441 0
-2328 -1809 2826 0
187 360 2594 0
1821 404 566 0
1435 2187 193 0
655 2743 -2744 0
2958 -696 -853 0
-2655 744 2744 0
2270 708 1249 0
1779 -96 -1328 0
1853 2616 2078 0
1293 148 1039 0
1914 1936 1478 0
-2032 -119 221 0
2396 2606 2259 0
1452 1639 2606 0
1158 -1144 2461 0
-186 579 -2468 0
2480 -2452 418 0
1627 2889 625 0
516 -1074 7 0
2225 2382 1929 0
2332 2948 1880 0
-1681 2912 1939 0
2638 2027 1211 0
2642 -403 -1041 0
1353 2703 2138 0
-2010 1582 -1198 0
1126 -1851 -1555 0
-274 2725 309 0
-1776 -1245 2633 0
-524 -1676 2697 0
506 2327 1083 0
381 -278 297 0
1834 1522 2922 0
-1469 1817 -668 0
-224 -1042 1825 0
1905 1744 -920 0
-1540 2100 -797 0
-1125 1931 2078 0
1240 222 -775 0
751 -921 1155 0
1337 1973 845 0
-229 -2439 2370 0
-612 -2848 618 0
-1035 2106 -2040 0
-2997 -1280 981 0
-3 2598 -997 0
1259 1645 1151 0
73 1644 2279 0
207 -2113 -521 0
2761 1476 2801 0
2977 2320 372 0
-2844 1842 340 0
8 506 -795 0
1191 819 2088 0
1743 -1059 -2849 0
855 2884 2663 0
1136 999 1029 0
434 -660 -537 0
875 -2374 215 0
-2262 1789 2991 0
938 326 363 0
2695 -1033 2181 0
2719 2611 1433 0
39 2365 728 0
-990 -1860 558 0
2711 2575 1761 0
2461 565 1028 0
-338 -1710 2722 0
-1345 2497 2592 0
2667 166 319 0
-1562 -2882 2782 0
-284 2264 -1839 0
-1179 105 1336 0
676 95 2779 0
-2441 1922 -1004 0
2504 228 2499 0
2706 2916 -682 0
1274 488 2985 0
2022 -1952 1547 0
-940 -2760 2266 0
435 690 385 0
1846 -2215 2089 0
-1593 270 -920 0
1225 -1156 1413 0
2699 -2790 342 0
-2612 -1574 2357 0
-2989 1534 2091 0
700 883 -692 0
-1608 465 346 0
1960 2938 2889 0
-1022 218 1562 0
2646 815 1185 0
2694 2496 2149 0
1875 -2264 -747 0
1371 1316 1182 0
305 -2755 558 0
1740 2743 1600 0
1268 1402 2459 0
605 -1890 -2222 0
1154 903 1792 0
2057 479 2571 0
468 1930 -389 0
2684 2862 1497 0
-2251 -2823 2312 0
2215 2958 2841 0
2517 867 2778 0
2133 802 313 0
1947 1001 2042 0
-556 1587 -2119 0
-794 2778 -623 0
777 311 721 0
-670 2793 -679 0
2784 294 1426 0
1627 -1732 -639 0
335 -2553 -1750 0
2835 -28 849 0
2270 1738 1903 0
2414 180 -1479 0
2875 1095 1611 0
2062 734 2397 0
952 -2724 -2658 0
-2863 1587 2126 0
-992 914 -315 0
2170 -1726 1797 0
1294 158 57 0
-1075 -1957 2581 0
-1297 -588 1060 0
-944 144 457 0
2088 1926 243 0
2092 2675 896 0
2394 22 -464 0
2873 -568 -37 0
2191 2961 -2697 0
-492 -1982 618 0
-2768 -1208 388 0
2316 -1862 -167 0
2205 1412 2068 0
2008 -2741 -2534 0
-2669 1758 207 0
360 1733 2154 0
2258 2139 341 0
625 102 1436 0
2736 4 2354 0
-2001 -2885 1651 0
2230 1293 1397 0
1303 704 1383 0
2678 -1546 233 0
1046 2210 600 0
2653 -2583 976 0
2059 -2398 -1127 0
-869 366 -2370 0
-762 1265 -1330 0
2096 1241 1376 0
160 1222 -702 0
2889 1194 1332 0
-114 1831 -2886 0
1230 1446 2591 0
-538 2388 -2383 0
516 1142 757 0
1148 2192 2441 0
-2073 -837 2505 0
1122 207 1125 0
461 -479 1411 0
1571 -2678 -67 0
280 1713 -403 0
1350 -1479 1686 0
-2682 946 1476 0
-130 1954 2640 0
2149 904 -1448 0
2055 1380 -2754 0
-634 2437 2408 0
-1441 622 544 0
-690 -1420 1670 0
1893 2962 -2787 0
511 -375 1745 0
935 -2204 573 0
-200 79 -1828 0
253 1088 461 0
-2878 1440 1011 0
512 2289 2596 0
2262 2846 1240 0
-1881 955 2875 0
-2302 -2925 1157 0
226 1438 -2662 0
2334 -274 1431 0
1517 -2581 -1848 0
1819 2099 -2532 0
1320 -458 1404 0
-775 2330 -1930 0
-1871 1585 1832 0
-1104 -843 2818 0
875 2179 -2069 0
803 -2332 1104 0
2406 2476 -2527 0
868 1568 2169 0
276 307 2198 0
-1548 -2739 1848 0
211 -2916 2925 0
-2420 2855 2927 0
-1455 1747 2055 0
2424 -883 1726 0
-616 850 -1718 0
1847 396 2333 0
-1096 816 -558 0
-42 2516 -1665 0
-2414 2110 -1328 0
-1750 -654 875 0
-625 1600 2159 0
918 2286 690 0
1103 -1736 -2665 0
-1575 1238 -721 0
1602 110 -670 0
1453 1673 836 0
-1564 -2885 1849 0
1227 1898 1821 0
2310 1686 2500 0
-228 -2323 1434 0
-969 171 -2153 0
-605 318 -2578 0
-2968 1617 -2215 0
-125 633 -735 0
715 635 76 0
2429 1682 2252 0
20 -411 -2556 0
-727 -151 2752 0
622 -1891 -974 0
2253 1923 1197 0
16 -2302 2537 0
1711 2395 2398 0
2005 -2672 -2642 0
1853 -2294 -1512 0
-503 921 1668 0
1351 1470 2540 0
-705 -1107 2516 0
2631 447 413 0
548 387 1137 0
-1772 2691 85 0
636 -679 -1968 0
1286 2584 2907 0
-1739 2973 76 0
1965 614 928 0
-630 791 68 0
2189 -1547 679 0
-1397 1151 -267 0
306 -1601 -2298 0
1662 735 1412 0
-1545 1079 658 0
270 217 -1060 0
775 2750 -901 0
-1417 2506 2068 0
-1541 -1283 1027 0
2466 2055 1619 0
335 1003 1656 0
2544 -876 -1894 0
2764 -2870 -2418 0
974 1744 -357 0
-135 -834 2541 0
-2153 -1799 496 0
-1175 -672 1542 0
2413 1413 1892 0
363 2017 729 0
1314 2965 -1671 0
-1128 1075 -517 0
224 -2642 1775 0
1527 -1016 -365 0
-2791 1178 -1030 0
1116 2944 2221 0
-490 735 -55 0
1866 -1561 571 0
1169 -1658 446 0
-941 313 2707 0
398 -1319 2159 0
464 600 -1953 0
-1014 470 -1242 0
2797 -141 2328 0
1012 -1964 2168 0
-1987 -1629 2629 0
1277 337 445 0
974 -890 645 0
-2847 1326 1478 0
1983 -1239 1659 0
1216 2020 423 0
2634 -1001 -307 0
-2578 2023 -1187 0
-1779 -591 2391 0
506 607 929 0
2186 -235 1745 0
2396 2927 378 0
1417 977 1388 0
-2012 -2267 216 0
2804 658 2429 0
1899 1128 1761 0
-1309 -745 1149 0
1592 2128 2111 0
-2578 -1590 1038 0
2870 -1881 -2005 0
-2029 102 2919 0
-103 -2478 1681 0
1453 2576 2631 0
1384 2036 2355 0
2065 1848 -184 0
-1357 2478 -2279 0
2116 2446 2410 0
-1415 1219 2599 0
2982 1987 2444 0
947 2823 85 0
-2052 1722 2550 0
1182 1994 988 0
37 2696 2997 0
-1781 -2449 1913 0
24 1474 2389 0
1362 -2554 665 0
1437 -2219 -2644 0
2421 1478 300 0
1912 690 2825 0
-1384 1633 -2589 0
1664 658 1808 0
-2432 -695 2176 0
1153 1042 -2931 0
1490 299 -516 0
2766 -1907 -2069 0
-250 -879 1926 0
2032 -1205 1530 0
2019 -1620 1127 0
-2927 1208 -567 0
-622 -685 2052 0
2428 102 1064 0
1487 2075 313 0
1089 2663 1638 0
1355 1146 2457 0
-1273 -2324 1657 0
-1307 -360 119 0
-637 1519 -2428 0
1715 -997 -1366 0
1920 -789 -306 0
1680 610 318 0
-1423 1797 -2204 0
165 2000 461 0
1322 1252 1900 0
2598 2579 1594 0
2390 -2239 580 0
447 1718 212 0
-971 402 2446 0
-1769 2392 -1910 0
-1093 2450 -2761 0
-135 2937 337 0
1113 2002 600 0
1075 -2596 -589 0
211 -2384 -2013 0
1018 2604 -456 0
1757 -2890 1144 0
707 -2172 -1690 0
2481 1284 1831 0
2457 1508 1985 0
-2238 1623 -867 0
490 -815 -1510 0
1359 1171 1609 0
291 2889 57 0
-1485 1155 -847 0
-28 2568 -2360 0
1003 -2352 337 0
-1921 -2687 1032 0
380 588 39 0
1948 1191 -1695 0
2255 1319 2801 0
-82 -2199 2309 0
1243 2369 -2395 0
2185 827 1387 0
1464 158 220 0
1411 -2386 892 0
1635 -745 2753 0
-2187 449 2589 0
2059 -1921 -2756 0
1319 1839 1322 0
-583 373 -824 0
-1570 -1474 2187 0
2780 -2547 2491 0
1639 -535 -728 0
2514 -1376 1080 0
-1836 -246 2591 0
-2790 2724 2660 0
-378 581 1809 0
-1256 -1456 2375 0
-2722 2970 -601 0
-918 2478 -2011 0
-909 -1848 2011 0
-651 2993 631 0
1579 -91 -1601 0
-893 -2069 2972 0
312 -2461 -2710 0
100 203 -2846 0
2769 -698 -2395 0
1947 2987 2624 0
178 1401 774 0
2082 539 1642 0
2079 776 1890 0
1741 1683 1770 0
1528 1824 1651 0
-2787 2112 2042 0
-449 1576 -939 0
-1402 1976 -1389 0
-2351 999 602 0
690 -813 -1632 0
1597 -2191 454 0
2752 2492 2100 0
1868 738 438 0
2144 2088 1583 0
1056 -671 -595 0
682 1410 -294 0
331 1057 -1037 0
146 1755 911 0
-2515 -1321 2570 0
2363 2137 876 0
1666 1029 2528 0
-2589 141 -2082 0
333 -1372 301 0
287 -275 1255 0
38 -2482 2610 0
1811 2421 398 0
-2545 485 1338 0
2200 2784 1297 0
1400 572 1782 0
-437 -2028 1782 0
109 383 1517 0
103 -1660 -305 0
2892 938 2647 0
2392 1020 365 0
-331 1181 183 0
-1839 146 751 0
2336 -2070 -1952 0
-1785 871 -1324 0
2683 2016 198 0
2291 713 -2681 0
2314 -2007 -110 0
-698 -297 2900 0
1385 704 43 0
-2802 1732 -821 0
-1312 163 -482 0
436 -1663 -1967 0
2103 101 2946 0
1083 -2637 -2470 0
221 2926 710 0
1995 -1915 31 0
1106 -2548 81 0
2845 1347 887 0
-1172 61 -2499 0
164 -479 -2974 0
1831 -1584 1648 0
543 1146 2694 0
1705 1834 -1342 0
-1875 1826 932 0
1930 1256 -1516 0
2389 2805 879 0
469 2445 2287 0
-348 2273 -1833 0
-1901 -254 1574 0
2871 749 2730 0
1943 1644 1437 0
1899 -607 764 0
-2710 524 2418 0
2288 -1298 1104 0
2966 878 -1120 0
1408 888 1879 0
-1216 1900 -2045 0
1605 356 1370 0
-397 390 -841 0
306 1678 1486 0
587 1319 870 0
-2992 -2240 737 0
-679 -2323 1424 0
-42 -555 522 0
2089 530 1162 0
287 970 -704 0
1260 2896 1640 0
-1370 1272 2899 0
1785 1880 2089 0
1292 -716 -2583 0
-720 167 -905 0
850 2750 1200 0
690 1860 2931 0
2785 2872 1094 0
-2697 -509 2461 0
2289 2882 1321 0
1223 1668 723 0
1819 563 1786 0
1507 -1267 -2301 0
2378 566 -1248 0
-472 2582 2174 0
2341 1998 774 0
-2599 2028 -1425 0
-1807 -1283 189 0
1806 1700 782 0
2504 1310 1232 0
22 1364 580 0
2504 -172 -1438 0
-1398 2879 -2330 0
838 1079 227 0
-858 -2000 980 0
288 1955 219 0
756 -1325 1906 0
-1171 347 -2021 0
915 170 -1930 0
1458 1069 -2502 0
756 2655 1590 0
-2236 -2816 1832 0
1089 647 79 0
369 194 741 0
2392 646 801 0
2603 772 -804 0
1606 -474 -2928 0
1820 -1832 -399 0
2385 -22 2048 0
-2797 759 2562 0
293 2917 -310 0
1083 2100 -2106 0
-2845 1261 -2752 0
1266 811 -2726 0
-1843 -2370 1787 0
719 -2612 856 0
-390 2189 14 0
128 501 2528 0
-1949 2587 1506 0
-661 1593 1428 0
577 -1146 701 0
1145 1569 2912 0
2502 -591 742 0
1729 -2293 -1311 0
-115 2771 1379 0
1270 -482 2863 0
984 -281 2544 0
-1415 1735 1251 0
-2073 2143 2970 0
1436 -2068 1806 0
-2946 255 1971 0
1477 729 1103 0
2942 -351 839 0
1307 -1666 -1053 0
746 917 181 0
2122 -742 1100 0
-2812 1661 413 0
2391 2716 2328 0
1213 -1044 -2544 0
5 -1170 -1386 0
-715 1946 -1924 0
792 1223 1096 0
-559 970 1461 0
2875 1629 -2260 0
2435 -2177 -1734 0
1607 2014 1337 0
2659 789 -881 0
723 241 -83 0
-487 -973 1692 0
1733 1288 661 0
2876 2359 -1616 0
1240 723 1909 0
-38 -2677 1299 0
1578 -2639 -434 0
1315 461 1762 0
1931 -371 -1378 0
-2598 2520 287 0
1871 2444 2531 0
2013 353 -2539 0
-905 953 -383 0
-2606 851 -142 0
-2759 -1443 2780 0
-362 2622 -1802 0
1933 1594 1525 0
182 1254 -1645 0
885 1309 1610 0
1057 2603 -1798 0
303 2218 196 0
978 2506 1182 0
2165 -2521 2168 0
-2353 2078 -1244 0
-1364 -167 1870 0
1933 2331 -1630 0
1648 631 752 0
-780 1221 502 0
1000 2967 1389 0
-433 1949 1451 0
2318 1508 2145 0
-2712 2223 2073 0
2949 -1692 -233 0
1732 199 16 0
1215 2070 57 0
2114 785 1960 0
-1824 -2628 1126 0
2039 -1187 226 0
1033 1877 796 0
-2190 202 -722 0
1023 144 -1753 0
1855 -1142 -2503 0
-242 1718 -583 0
1168 -598 2861 0
1927 920 -1627 0
1803 -1602 -1560 0
1913 2936 1938 0
75 -2203 2912 0
84 1204 -2617 0
-49 -2053 1655 0
-247 1938 -2647 0
225 -3 -1900 0
2589 2810 2815 0
1926 931 50 0
1644 1671 -1148 0
2860 1301 2301 0
451 1126 2464 0
1014 -930 -1078 0
-85 507 -1873 0
1166 190 170 0
2062 -856 -117 0
593 -1302 -70 0
-2165 867 -731 0
-953 1798 -659 0
907 -1768 1859 0
2755 1402 -2363 0
-246 2658 -1317 0
-34 1985 -2799 0
1500 -2948 607 0
-1893 1322 405 0
-875 2024 574 0
1793 1714 2106 0
1657 -1265 -720 0
2740 763 2129 0
2304 2947 510 0
393 1995 638 0
1086 182 2216 0
719 141 1560 0
-1227 -2399 2323 0
-2510 1102 -951 0
1931 -1204 -2465 0
1829 -1373 2010 0
-658 2806 -997 0
1520 1196 128 0
1047 1012 2148 0
2762 1670 -2401 0
2854 1413 308 0
-1183 -2404 250 0
1565 340 2007 0
-205 1158 2066 0
1 868 2289 0
961 -1713 132 0
1361 -1687 573 0
788 1017 531 0
-506 -881 777 0
517 -2028 179 0
2043 1396 2404 0
2120 1155 -48 0
-2994 2322 -2782 0
2608 77 -602 0
-2879 983 -2851 0
1740 424 1601 0
1865 2089 2337 0
1106 2477 1966 0
1351 2475 778 0
-534 -2425 652 0
2647 78 2479 0
1724 -2554 1151 0
1221 2218 1366 0
-370 432 -1003 0
2281 -1740 1978 0
613 -2585 2606 0
1924 2616 2235 0
-253 1873 -2563 0
22 -718 -2124 0
1477 560 -2843 0
-965 71 -2767 0
40 342 -97 0
-1356 -268 2939 0
2041 -602 -502 0
-1536 -2307 2437 0
3000 1074 128 0
2318 594 150 0
1631 2007 -1331 0
2766 935 43 0
1856 -365 1076 0
416 -1497 6 0
-2446 2912 382 0
-2597 242 -845 0
-2158 -811 613 0
-496 100 1453 0
-1794 -2857 1085 0
992 770 1611 0
2272 691 1325 0
-2461 -729 935 0
644 2037 2061 0
235 1535 75 0
1253 1376 846 0
1482 367 1918 0
14 -831 1503 0
1718 1570 263 0
-2414 431 -735 0
630 -2844 1724 0
2792 2035 -419 0
1118 513 -748 0
2200 1085 2590 0
754 -1216 -2436 0
1588 -1351 -950 0
109 2215 87 0
2231 1171 377 0
2313 2934 638 0
634 2199 2868 0
1211 261 -863 0
1988 -2309 -14 0
1385 2271 140 0
-1069 -1529 2835 0
620 -1299 1907 0
-2978 -1520 515 0
2359 812 1319 0
1255 -2560 -1428 0
738 -1158 -2816 0
2337 1615 440 0
2625 1680 -2405 0
1111 -2642 302 0
-373 -891 1619 0
2363 -2781 -1641 0
-354 668 2532 0
-1075 109 2993 0
1001 -529 -2752 0
-2090 -1544 2660 0
2079 -200 2999 0
736 -2150 -396 0
1027 -1272 2995 0
-138 -2160 55 0
481 2267 1742 0
-1368 -68 377 0
-1308 -2795 2545 0
-953 566 992 0
2686 2803 -2591 0
1359 1824 1323 0
2238 -2191 2511 0
2035 2545 386 0
1748 2034 1385 0
2939 731 1258 0
1398 949 1737 0
1358 803 806 0
810 685 1446 0
1026 2861 126 0
178 1749 1841 0
1628 1363 1477 0
294 35 1537 0
678 -1526 1608 0
-556 -2376 1538 0
2071 1405 887 0
-508 -523 488 0
2575 -2865 -528 0
1750 951 2 0
-2005 951 2580 0
586 -2610 2750 0
451 557 -888 0
163 910 2096 0
2939 -2713 2537 0
2760 -827 2707 0
687 1668 2886 0
2172 2395 2337 0
557 1511 -64 0
20 -991 1489 0
1431 -546 2163 0
1155 649 -2364 0
-1142 -2281 1377 0
-1282 1827 -869 0
1640 369 1341 0
2316 2261 1508 0
-113 1704 1024 0
394 -235 -2936 0
2895 1958 -1889 0
-2848 1885 2958 0
571 -2181 235 0
945 212 2481 0
-2661 -1007 601 0
-1089 -15 2576 0
-2764 -612 2548 0
2964 1195 1790 0
237 -577 -2125 0
-414 758 361 0
1111 1800 1321 0
163 2989 1987 0
-2765 -2389 680 0
-1036 2361 1816 0
-1414 2059 2142 0
611 73 961 0
2865 188 2377 0
1851 2661 -95 0
397 539 -1233 0
-2302 394 1229 0
-426 -1356 893 0
-2301 2667 -156 0
2663 -41 1302 0
-68 1936 -891 0
1855 -863 -2003 0
2206 -2371 2420 0
-1288 1480 697 0
1183 -938 2113 0
-523 639 2113 0
588 992 1391 0
243 1839 795 0
-432 1684 174 0
2706 2649 837 0
-821 2545 -2736 0
531 1367 -2805 0
-1131 475 -251 0
-2212 -1480 501 0
129 392 837 0
464 2348 2123 0
-198 322 -122 0
1437 -1207 778 0
-1861 537 1165 0
-2395 -2208 1923 0
2501 -2434 2559 0
1351 97 1968 0
2526 1883 1184 0
-1176 -118 9 0
1698 -1099 921 0
-2726 2365 -2817 0
1210 1445 -1856 0
-1016 2710 -2052 0
2660 -556 1894 0
-2195 844 2282 0
-673 -2421 895 0
792 1199 1112 0
-826 223 2794 0
-1640 -2605 1319 0
814 1451 1235 0
2352 -2678 -42 0
549 882 2098 0
1250 265 275 0
-2831 2754 1214 0
-566 2449 -2263 0
203 -455 2080 0
1975 -1401 -927 0
-152 1406 706 0
94 2019 1054 0
2247 1411 2020 0
2996 1287 2872 0
-1467 2764 -333 0
546 2090 2533 0
-1148 641 -2744 0
-633 2346 -1754 0
1804 2947 -2944 0
-2852 -577 1421 0
708 2899 -1015 0
98 488 735 0
2530 1877 925 0
1236 -2247 -1514 0
-832 -2039 1406 0
2838 720 -434 0
2784 672 2452 0
1059 1298 2889 0
606 1608 -1690 0
-2396 -275 2981 0
-1389 224 -944 0
-1002 -2920 769 0
1836 433 1397 0
748 1028 1894 0
1389 1956 -204 0
598 161 347 0
-735 49 -1121 0
2996 2936 -2746 0
554 1349 1636 0
-1906 -662 2129 0
2158 -1352 -2419 0
-684 2594 -2453 0
2136 2978 1169 0
2386 -2745 913 0
114 562 475 0
-627 338 -2532 0
2178 -2387 1100 0
-1908 359 -1971 0
1064 -2027 1753 0
625 1929 807 0
874 -255 1717 0
-2023 2278 -1160 0
-2956 2719 -59 0
2217 1434 500 0
1665 17 -1911 0
-2032 -321 2648 0
1630 2199 2979 0
-2803 380 868 0
-1249 1208 578 0
1198 -1058 2887 0
376 1233 -370 0
294 832 2703 0
366 43 1192 0
2459 -1557 -1305 0
-2710 2944 2947 0
1833 1571 1001 0
1056 218 1504 0
823 1721 2273 0
1772 1730 567 0
375 941 502 0
2921 -1567 2840 0
82 2696 1288 0
822 2254 2873 0
2968 106 769 0
2694 373 -2792 0
431 425 -72 0
1896 656 478 0
-785 -651 540 0
1922 -932 1115 0
1193 2230 14 0
-2587 2063 -2559 0
1431 2343 1414 0
2406 2414 -2343 0
-2734 1751 1844 0
1644 -1568 1334 0
251 1723 2738 0
-2498 790 -1187 0
2525 1023 304 0
1291 2483 860 0
-1032 -476 943 0
-1578 475 1059 0
2036 -300 -2543 0
-1392 494 2162 0
-1512 -1378 925 0
-2841 2168 571 0
1435 -1846 2092 0
-1085 -1627 1640 0
-1426 2662 -2701 0
368 1420 2019 0
829 142 996 0
-2553 1271 -115 0
2316 -2740 573 0
418 2887 2743 0
1350 -2008 1394 0
-1565 2495 1591 0
-1104 -1375 2569 0
2322 619 1342 0
-1443 1488 -1028 0
-593 -2817 1034 0
821 760 1280 0
-1485 -1498 1061 0
-2558 -1189 565 0
2035 -1780 2768 0
1878 1289 1920 0
1059 2409 1289 0
2361 -266 -1769 0
714 1434 2922 0
771 1601 2388 0
-542 131 2252 0
1676 1974 2783 0
2772 2679 1938 0
2455 -1868 -1095 0
870 2525 1869 0
2475 -1187 -1318 0
2215 2281 1173 0
1094 -2835 -663 0
-1801 2583 -2561 0
-880 2964 -699 0
2162 -413 1265 0
64 2443 1728 0
1962 -944 1383 0
629 2559 1674 0
2159 1573 1060 0
-2261 2755 1194 0
2599 1137 2339 0
1094 2751 2925 0
1846 687 1719 0
1953 1342 -1087 0
2334 17 2783 0
952 2730 2017 0
2595 394 -1871 0
1629 1173 -1819 0
2848 1137 1916 0
1696 2420 2483 0
2489 2063 -461 0
1725 2679 1929 0
192 2777 -1885 0
1218 1395 -345 0
-1237 401 -1282 0
1878 -2132 -1490 0
364 2557 2474 0
836 -61 301 0
1851 865 2835 0
-2450 -2247 1308 0
1448 78 2006 0
-1712 112 192 0
1184 2830 200 0
1812 -494 829 0
752 -1741 -1043 0
825 1483 1854 0
2455 2944 -2909 0
1595 1530 741 0
2553 2417 564 0
303 -2086 -38 0
178 324 -456 0
-827 152 -1773 0
-367 582 -64 0
1300 167 138 0
1204 1209 -672 0
-1938 -2874 2329 0
-73 2730 -95 0
-1006 2997 959 0
-2471 2502 -1891 0
-1947 2521 1169 0
-2765 2189 889 0
-2003 810 -425 0
450 914 2713 0
223 2355 -910 0
-438 -1928 1529 0
153 179 1016 0
2933 324 173 0
-2522 919 -2755 0
-2441 -552 730 0
122 2894 2694 0
-2759 2469 -251 0
-2542 414 -224 0
835 2357 1320 0
-2147 1172 1388 0
473 703 2482 0
1878 1135 2447 0
116 523 -322 0
-1327 2096 -1037 0
26 315 1534 0
2009 8 1256 0
2669 2351 2177 0
455 1729 2126 0
1686 1235 2038 0
350 2565 2119 0
-2828 2399 341 0
374 -613 1373 0
1011 2236 2305 0
1385 1481 1337 0
-103 1423 1442 0
-1018 -2314 2195 0
959 -1572 531 0
286 -1077 -1042 0
105 1600 2210 0
-2140 -2600 1705 0
733 -2497 253 0
681 221 1071 0
1377 -533 -90 0
-1585 -1009 2087 0
2109 310 2359 0
-2675 830 -1120 0
2810 933 2123 0
1806 -2278 -2197 0
-454 -625 1308 0
2586 962 2358 0
2543 -863 -1055 0
-2537 494 1490 0
2767 2930 -596 0
-844 2630 1373 0
-2922 60 2446 0
-925 1162 233 0
-605 -2193 2521 0
542 1951 -630 0
2023 99 902 0
-735 -1483 537 0
60 2509 1631 0
