p cnf 3000 7500
-1307 2911 511 0
1683 2453 2507 0
689 318 -2268 0
-1559 8 2596 0
-614 1161 2715 0
-2787 2501 319 0
369 -2339 2969 0
-1209 1165 -2572 0
1742 1970 54 0
1180 1931 2017 0
-1617 2582 1463 0
802 542 2806 0
-1679 318 596 0
2816 1420 2426 0
-515 2653 -724 0
-195 2243 -1747 0
1037 -481 -2517 0
2244 -1224 -87 0
454 376 -1546 0
-2053 2497 190 0
-1304 1621 -47 0
-255 251 1120 0
563 2845 1050 0
1396 -274 -2659 0
-1351 -2932 915 0
1943 2415 1817 0
300 974 220 0
1822 538 814 0
32 -353 -285 0
2334 2639 2909 0
500 2911 1848 0
1368 2189 2078 0
2494 1746 -2117 0
-1472 17 -2450 0
-1686 -2540 2359 0
408 1840 -2089 0
1611 -969 -226 0
-1304 -2399 853 0
618 285 2545 0
2498 1233 2175 0
2965 -274 -249 0
2537 763 2079 0
479 2406 1608 0
884 2382 -588 0
-2132 -202 183 0
2379 -1563 2371 0
-2724 -2954 1764 0
1447 714 646 0
720 -277 1262 0
1841 1858 2673 0
2 1940 16 0
-433 1701 -2047 0
-275 2197 -375 0
275 -1647 -521 0
2053 719 692 0
-2117 -1635 590 0
-2537 240 -31 0
1622 -2449 -2182 0
-391 1152 -1695 0
2543 1475 2461 0
347 1504 1025 0
-6 456 773 0
1490 1602 2765 0
-1327 -411 1967 0
-1602 2129 -2738 0
-1493 -2566 2796 0
-344 -2253 1300 0
1980 1590 289 0
1614 2571 -108 0
-742 2558 1523 0
-2176 1975 535 0
952 2526 2387 0
289 1766 -1713 0
2196 -868 1774 0
1953 1558 2479 0
995 -663 -805 0
-1004 649 2377 0
-556 2258 -1904 0
698 -2017 1989 0
2163 -2682 1714 0
1639 1054 121 0
1167 1928 -2128 0
2254 958 2301 0
2616 928 -173 0
2503 2112 596 0
2757 -2515 -1396 0
-1624 -842 2269 0
2329 563 2892 0
2118 -1156 -1715 0
1295 1170 -1255 0
1859 -2976 -1395 0
670 691 709 0
-2005 -381 2526 0
1638 -1627 2501 0
2125 -1393 -1959 0
1749 -1758 -2103 0
-1112 -146 455 0
1276 122 -1137 0
1713 -2604 -845 0
-1752 199 1332 0
2009 2070 1049 0
254 1464 -2792 0
-2620 226 -1752 0
685 -1655 -1479 0
1170 2165 444 0
820 1354 1267 0
1030 1916 1469 0
1236 2943 1083 0
2405 2782 2167 0
855 -342 -2826 0
-2144 2149 722 0
1728 442 -2787 0
312 958 -515 0
1381 -302 -1307 0
-2612 2437 -5 0
-126 2365 -1385 0
2482 -2222 -1440 0
1753 -2447 -1879 0
1618 514 1326 0
-2944 -2905 2027 0
1690 1613 2510 0
1430 1426 -2888 0
1779 947 2411 0
1199 -368 405 0
241 -460 2690 0
340 360 1000 0
2888 2444 73 0
142 -375 -2204 0
2525 2263 -2071 0
289 -2040 499 0
-1629 727 429 0
-413 2545 2884 0
230 2643 2130 0
2884 1399 -902 0
1673 381 -1320 0
386 1436 219 0
2580 2892 -1378 0
2359 251 1255 0
1233 -2088 -2864 0
2935 1589 2373 0
2381 2239 1472 0
2478 1651 605 0
482 1531 -2399 0
1214 1862 -2080 0
-633 177 2095 0
2080 -365 -1038 0
2205 2912 1570 0
1245 2599 2308 0
-2930 -2099 170 0
2535 -2567 -1766 0
1430 -456 2474 0
1749 1141 502 0
270 1626 765 0
414 697 1706 0
2280 -1957 -2936 0
-1626 -1250 2546 0
-2101 1670 -770 0
2643 549 2616 0
1121 1441 1744 0
314 2524 -795 0
1748 -562 845 0
-43 1423 1643 0
2329 2053 1375 0
1849 -2620 1064 0
2919 2256 1509 0
-2660 354 1094 0
1516 2524 1417 0
762 535 289 0
-299 -250 2947 0
2528 -2441 1701 0
2017 2296 -470 0
571 2963 252 0
-2908 2978 -377 0
-1127 99 -1603 0
-338 2034 -2052 0
2246 -2273 59 0
10 2155 1020 0
1662 2477 774 0
706 -2678 -2995 0
-2669 -112 1003 0
1717 1941 2859 0
-699 2247 -2996 0
2012 2655 1159 0
994 2219 2238 0
-2625 2699 503 0
1034 -1186 960 0
1730 2682 1058 0
-17 558 -1293 0
2141 -2015 -460 0
-476 1828 -228 0
-306 -2195 1620 0
-580 1202 -711 0
1579 -2869 -2790 0
-1061 360 -1383 0
-1061 1078 280 0
2509 -2743 872 0
2992 1033 18 0
29 2281 2710 0
-919 1098 1147 0
1256 -236 2806 0
-2894 1545 -829 0
726 2079 -2034 0
2740 178 2441 0
2798 710 2338 0
58 2434 -54 0
-2800 1306 2625 0
-1174 575 -2725 0
-894 2316 -1504 0
2255 2943 1109 0
2369 1727 1643 0
2892 816 687 0
2673 -2725 -2009 0
709 2216 677 0
93 1717 879 0
1919 2616 22 0
1140 -2403 -801 0
1073 1874 591 0
-235 -1331 1100 0
961 1357 465 0
-2028 -870 1989 0
-887 -267 2764 0
402 1646 -940 0
1448 -1428 -768 0
136 2495 2381 0
-427 2299 1426 0
1938 2963 43 0
862 1173 -2336 0
1565 1804 -2477 0
2159 2849 2281 0
-1506 731 15 0
737 2789 2030 0
-2975 2097 -1659 0
2005 -2814 -241 0
-913 1187 2387 0
-1806 1107 -257 0
116 -1258 255 0
-2364 -170 291 0
-1896 2260 837 0
1562 -401 -2709 0
-200 -2399 676 0
465 -2736 2507 0
1242 -2451 1246 0
-1586 1908 -1871 0
-153 1881 -1102 0
754 1335 2095 0
-1533 -721 896 0
-752 681 -1765 0
-1670 -1175 2550 0
2319 -1557 -725 0
-1733 1792 2939 0
-1435 4 -203 0
1394 2760 -2370 0
1598 -161 -2433 0
2817 618 -1844 0
2854 2373 1294 0
-2011 1172 -171 0
1498 1631 1843 0
1833 1707 -2869 0
413 -36 1940 0
-1288 401 -2336 0
1982 1402 1998 0
2267 -473 1025 0
1942 1974 2755 0
-2141 2578 -2333 0
1830 -1867 -500 0
-874 -1975 80 0
2318 1229 2336 0
2675 -488 2645 0
118 -2481 2899 0
724 -592 -2202 0
400 24 -2825 0
-329 708 -1726 0
80 -2228 1643 0
1813 655 1381 0
465 403 1744 0
1893 669 1195 0
-585 1907 1843 0
2707 1599 969 0
1470 2927 1956 0
1039 1987 2153 0
379 342 1903 0
-1166 -190 2633 0
-2183 1740 1952 0
-2620 2392 1466 0
1852 -59 -1236 0
2006 2744 2527 0
2369 -766 2527 0
1133 1336 1964 0
-1835 1455 2634 0
764 -773 2891 0
-2234 -268 2728 0
1559 1664 -1728 0
1902 2899 1330 0
-2151 1282 -181 0
-710 1433 1310 0
1256 528 -984 0
2639 729 1894 0
-1711 -443 1656 0
2534 -1071 2872 0
2073 1198 -1280 0
143 1227 804 0
1211 1771 190 0
2042 2071 2752 0
-1514 -587 209 0
37 2154 552 0
2990 1234 1181 0
1995 -1975 1069 0
1413 -462 -19 0
-975 -2347 2489 0
2653 661 348 0
1222 1149 2752 0
1014 103 -2311 0
-2968 -507 1278 0
2795 2317 2342 0
1248 29 1283 0
-1691 -2374 299 0
452 -496 919 0
-2406 527 -47 0
241 1539 1174 0
2760 2283 149 0
-2261 597 -2467 0
781 -1169 492 0
397 426 1644 0
-236 2252 -1189 0
-83 2005 1903 0
1692 -1930 -1520 0
-566 -500 267 0
723 2123 -155 0
3 1203 1068 0
426 -544 -1453 0
-1629 381 2935 0
-1832 -2688 2140 0
-674 -704 2047 0
1687 2591 2253 0
1567 2582 2536 0
-748 535 -2499 0
-234 1595 -2666 0
-1655 192 573 0
642 -577 -1982 0
17 2436 1395 0
590 -274 -973 0
1389 2118 2965 0
1158 2058 1129 0
-61 -1412 2465 0
1093 2340 2650 0
-2381 1347 642 0
1479 624 1220 0
-1891 2107 -416 0
2163 2453 118 0
740 1546 969 0
243 -2593 -2844 0
792 -2579 -252 0
1970 -1954 140 0
-889 1873 273 0
961 651 19 0
2547 -734 -1508 0
2139 232 -1165 0
1587 618 -747 0
2157 78 1938 0
-2054 -2378 97 0
539 995 2211 0
-1457 2148 -1763 0
322 1445 -965 0
989 1436 2822 0
-1817 -881 1156 0
2067 1429 2240 0
-573 2250 -2686 0
1428 1172 1270 0
1229 2811 -686 0
523 -2340 1957 0
2884 -1308 -1861 0
2629 -1316 1156 0
2101 -2540 -1430 0
1029 -1790 -1836 0
-1817 976 2450 0
2109 -2269 -802 0
253 1863 2150 0
536 -93 1847 0
195 -2266 2920 0
971 2418 1908 0
678 -2296 96 0
-2587 384 484 0
2469 2956 482 0
224 2578 904 0
-253 -632 57 0
-2592 -2565 934 0
-1970 2220 648 0
-2415 2949 1900 0
-1751 2725 510 0
1908 2831 1216 0
1096 2586 2191 0
429 -257 -2294 0
2792 1433 2179 0
-826 -1529 816 0
-1584 2880 2413 0
256 -289 -1750 0
1680 841 1424 0
2103 1764 1678 0
-1788 1938 -2045 0
1776 -2110 2981 0
-38 -1658 2119 0
-1965 479 2052 0
1764 2736 460 0
1459 -622 2730 0
1040 -1143 2208 0
1287 -687 -1949 0
469 2048 175 0
-2135 2684 -1119 0
-2485 61 -520 0
-62 2339 1303 0
2219 1726 -909 0
1954 1201 1061 0
458 1219 46 0
1320 2338 -1957 0
2518 -2484 485 0
-2473 -446 1777 0
1484 -1285 -2015 0
2524 -2089 955 0
-737 777 2921 0
-2932 2924 2337 0
510 689 2534 0
286 2973 1511 0
1488 2522 2581 0
-2591 399 -2674 0
-1047 -2476 642 0
-2732 2775 2543 0
1080 225 233 0
2959 -272 -212 0
1836 705 1137 0
-341 -302 1532 0
-1671 1796 388 0
-564 2708 1549 0
742 1087 1422 0
1389 425 -867 0
353 398 2548 0
-1730 363 -1971 0
1600 1925 219 0
-1104 2026 -1695 0
-575 1107 -1772 0
-2991 1376 -441 0
136 2817 2701 0
-1596 2112 -1051 0
2451 1565 439 0
2449 -2571 -1246 0
2929 845 -594 0
1118 2014 2702 0
2059 141 985 0
91 -2280 -2101 0
540 1178 2675 0
460 -1997 -2882 0
2007 -1742 -2106 0
600 -787 -1613 0
-2534 -2438 2221 0
1451 2451 -1028 0
1447 31 -768 0
960 106 18 0
-664 423 1827 0
969 -2036 1873 0
1059 296 1623 0
1878 2281 95 0
2145 106 2104 0
431 1892 -2708 0
557 2465 883 0
-1246 1970 2076 0
850 2334 1001 0
-603 -2776 1909 0
-635 -1537 1277 0
-2862 1243 -1456 0
575 -1916 -2759 0
1525 2201 982 0
510 -1417 471 0
-856 -926 2791 0
2762 -1107 2160 0
-2103 556 -2547 0
332 -2046 -2603 0
802 477 -437 0
1149 -981 -1016 0
2059 -982 -2288 0
-437 1693 -728 0
219 196 674 0
743 2147 -2153 0
1572 -1655 -2823 0
1187 644 354 0
-2055 2414 -1977 0
2983 1183 2731 0
-2848 -357 1097 0
2356 2130 -2738 0
2555 -1367 -1526 0
2134 -2676 1885 0
-752 1197 -1458 0
-1715 556 2660 0
-48 -1310 1606 0
2914 157 2870 0
-1299 678 -114 0
251 -1191 1894 0
2748 1696 -694 0
1971 -1114 1663 0
-2913 2099 -1212 0
453 1827 609 0
1009 1420 394 0
1303 -1431 -1260 0
2450 2411 2903 0
1679 -40 -17 0
1730 1890 509 0
-738 2379 -1214 0
-1595 -185 1205 0
1641 2015 908 0
-275 2829 2055 0
2279 1099 841 0
678 145 -2119 0
2559 1280 2429 0
2591 -2587 1046 0
1019 2208 1867 0
2773 -2291 1786 0
2721 862 2522 0
70 2648 -528 0
509 -2498 -1737 0
1795 2329 2040 0
-2794 -1352 1177 0
495 -50 -438 0
1490 1363 2564 0
2604 2974 621 0
4 -1641 2967 0
651 -726 531 0
-462 -1474 2158 0
-1242 -198 2161 0
-577 751 2976 0
2858 1064 756 0
2776 2742 490 0
-385 1320 2284 0
-2563 1422 2491 0
1943 -858 2524 0
1432 -1623 1028 0
2062 -621 1111 0
2809 1631 1062 0
2271 615 -181 0
-814 1749 -2568 0
871 1554 644 0
-2210 452 1318 0
-2958 -2626 519 0
1669 -2726 -1031 0
1743 218 662 0
280 1835 -1282 0
2283 271 2760 0
1341 928 -2197 0
-2564 780 2045 0
-1880 1029 -232 0
661 1880 1376 0
2947 966 -1638 0
1179 1175 1581 0
-258 -1972 1963 0
559 52 730 0
-2800 1752 2618 0
2588 2606 1811 0
2066 -1873 425 0
1478 2327 83 0
-2199 1250 -1600 0
2220 -217 1379 0
1874 1695 -200 0
755 1852 -362 0
2497 154 1948 0
135 -108 1147 0
1442 1348 2936 0
684 438 -1785 0
323 -667 -639 0
-2168 2076 951 0
-2745 1195 2985 0
2844 1898 1676 0
1153 2870 2428 0
-1120 919 1600 0
1817 9 1023 0
16 -471 -1383 0
2166 1000 -212 0
13 2705 100 0
-377 1416 -311 0
2930 846 562 0
1241 18 -2615 0
2428 -183 863 0
2133 1016 2384 0
1141 -2541 -1326 0
2536 778 -1020 0
1591 -542 1469 0
2837 1366 684 0
1738 1221 -2792 0
-1250 -1555 2493 0
416 -2549 -2775 0
2067 1936 -137 0
637 2344 900 0
-2781 2345 -2101 0
-2251 -270 2166 0
25 2476 1595 0
119 1915 1777 0
260 1556 484 0
2291 1564 -2239 0
-1745 1045 -915 0
930 2936 -1434 0
957 -617 1308 0
-2752 -918 2073 0
-2911 -2828 1432 0
380 330 7 0
1194 385 -1559 0
1751 1056 1068 0
-2410 403 -2057 0
2546 -26 2483 0
625 1428 2657 0
-2066 872 -218 0
583 2585 -2599 0
-2161 1656 2378 0
1672 147 -2704 0
2501 1692 -2790 0
1070 -392 776 0
1023 2826 -1868 0
-1235 -964 532 0
1748 1379 -2658 0
-1757 -2482 2818 0
1650 -696 765 0
-313 34 2079 0
2106 2137 463 0
-1390 1218 -677 0
1498 -1470 2359 0
236 2298 2908 0
-635 2214 823 0
-2194 1971 -2900 0
741 2323 1602 0
-949 -1401 1169 0
1705 436 -305 0
-370 790 -2243 0
-1293 2890 -2356 0
-2405 -1993 2253 0
2511 2568 924 0
-231 1129 444 0
-1489 2931 -1688 0
2786 -2589 1532 0
551 1758 -534 0
-1947 1273 496 0
2391 -268 -1601 0
-2741 1677 -1535 0
-2477 1226 2651 0
2467 287 2276 0
2014 1722 2651 0
642 837 778 0
-1338 2611 -1281 0
-735 310 -1612 0
280 2110 1995 0
1683 -2452 1434 0
1372 347 2159 0
2854 1070 1022 0
1553 -2327 2873 0
1798 1207 1023 0
-2460 2553 1406 0
2320 662 1603 0
2674 -842 -2783 0
-1140 -554 898 0
-493 956 2857 0
10 -1368 2296 0
-2581 626 2516 0
2053 598 -1030 0
1444 -2695 -758 0
891 1598 111 0
1589 -1041 -571 0
1989 2393 -2320 0
716 407 -916 0
714 -704 2673 0
-1329 2898 -1127 0
-1875 -1410 2908 0
-2763 1012 452 0
-943 -2541 1991 0
2479 2690 2687 0
2547 844 2760 0
1875 806 2607 0
432 2308 2845 0
48 1850 2363 0
116 -356 -2353 0
75 -1736 -1523 0
-825 -638 1619 0
1100 -2552 -1291 0
-2170 2802 2526 0
2643 2335 1716 0
724 1270 2934 0
-1109 1023 -287 0
-1997 385 2966 0
687 -697 1492 0
1748 2 -260 0
-1716 -251 2908 0
-2554 -2207 1630 0
26 1012 1946 0
-2935 2447 -2345 0
2773 -299 2836 0
1478 2176 1959 0
694 823 2973 0
157 -1697 -817 0
2937 176 -1267 0
66 -31 -2255 0
1355 2857 -1761 0
1932 -2 -1440 0
2188 -421 -109 0
-301 680 1069 0
-646 374 -474 0
-30 1633 -979 0
2931 264 374 0
1933 1317 388 0
146 1033 -1201 0
-1362 516 -1223 0
-264 2217 576 0
2663 -834 1106 0
1586 1713 690 0
-2361 -2539 740 0
906 836 1869 0
-952 112 -2459 0
2187 -1717 -2623 0
-2520 1617 -1187 0
2640 -1528 -1365 0
-548 1636 127 0
2981 -929 2183 0
2750 -1849 -216 0
2036 -2610 2378 0
2440 2768 775 0
2383 1656 -369 0
1489 -1060 -534 0
677 -2201 -1944 0
586 871 2235 0
2919 1426 2285 0
-2215 2361 296 0
2860 412 2240 0
-72 332 -2458 0
-334 2110 495 0
1735 772 2929 0
532 1880 2376 0
-686 2648 1501 0
-1459 2696 -2458 0
532 2653 -2629 0
168 2096 125 0
869 -2921 -2311 0
364 2412 750 0
-1566 1086 -2451 0
-1891 2968 2132 0
429 -2869 -2985 0
-465 57 -302 0
-770 638 -1589 0
-2610 1685 312 0
1473 -1994 2962 0
1165 2496 2479 0
743 540 2321 0
2056 -919 -982 0
-1838 -1076 2620 0
1703 2090 -2006 0
2521 -2394 -2694 0
-2987 1852 2364 0
-442 -1133 2899 0
-2593 1695 1600 0
2826 -2853 1285 0
540 616 2025 0
1565 1680 1453 0
253 -576 -429 0
1919 756 1745 0
1136 -2838 -685 0
773 995 2873 0
1817 2391 652 0
109 -2028 2391 0
-1508 734 -796 0
2308 2551 109 0
-1425 284 -478 0
-1570 319 1188 0
-2907 1798 2665 0
948 126 -1240 0
-1461 200 -2416 0
-1184 2772 -1227 0
-1686 90 -476 0
-1441 -2523 1784 0
737 1689 1342 0
664 639 1057 0
686 -2869 1132 0
100 232 2809 0
1735 -1146 -321 0
785 2083 2299 0
881 2028 2374 0
-1854 1229 260 0
-1261 1749 308 0
1163 527 1588 0
2007 2577 -897 0
1920 -1490 2520 0
2353 540 -2470 0
611 -363 -2328 0
2867 1567 2870 0
373 80 1248 0
268 2988 -2410 0
1073 -1307 -606 0
-29 1638 1259 0
-1999 -2583 1106 0
-2728 2065 756 0
1411 -2238 2426 0
-125 249 264 0
342 -2005 -1287 0
261 2005 368 0
-1282 568 1646 0
1702 -778 871 0
1653 962 2294 0
-744 1545 1685 0
2098 2340 2333 0
744 -2934 1728 0
1672 2242 -905 0
-30 2649 -2773 0
-2282 -2486 532 0
1083 -1366 810 0
2494 1331 -2205 0
614 -802 -322 0
2340 -2220 2458 0
1382 487 1103 0
1875 -2758 2270 0
1349 -1517 2594 0
2392 1709 1391 0
2359 1731 2096 0
-1497 920 -58 0
2844 1346 108 0
1304 747 2169 0
1070 -1276 -1063 0
420 -2486 1917 0
2957 2424 690 0
2365 2864 1527 0
-1990 1687 1323 0
-2666 2968 -674 0
1423 -161 -2151 0
1058 2457 506 0
613 -728 -573 0
2744 -2382 332 0
1007 1355 360 0
825 2478 1011 0
251 475 442 0
-364 2217 1051 0
-474 142 1313 0
-2804 -256 2291 0
2533 -2819 -889 0
1085 50 -2787 0
-2397 2597 2466 0
2207 -316 676 0
-1103 -2068 2157 0
1423 578 -1247 0
-1304 116 -2120 0
2841 384 1436 0
762 207 -295 0
-1302 213 2640 0
69 -1081 -922 0
1959 2572 189 0
-1475 489 -2858 0
659 2644 2642 0
-1837 421 -923 0
2873 1132 1895 0
-39 2504 -2040 0
1718 -106 -925 0
-697 -809 2219 0
-700 -1521 2684 0
20 1512 922 0
80 1435 1690 0
1953 1427 686 0
-2555 55 1029 0
-500 979 -1510 0
1549 -287 2539 0
-1205 -1125 899 0
-2253 -2893 1695 0
2774 -1722 1342 0
-798 -2218 1235 0
-1150 1434 1825 0
2011 1268 2204 0
1366 148 2750 0
2646 1842 -2307 0
805 2991 -526 0
-2854 -712 830 0
1072 -144 1751 0
1239 2863 -1191 0
-395 2658 -2910 0
247 941 2221 0
2518 -324 -2531 0
1394 801 2231 0
843 1056 2680 0
1259 1049 -628 0
2447 2577 908 0
1158 -1276 -787 0
-293 2511 2547 0
-2699 1698 2508 0
2724 1651 -952 0
2407 -1713 -303 0
1779 470 1726 0
1046 2980 -293 0
1541 -961 1440 0
-1295 -1776 2646 0
-797 -1669 625 0
173 1746 2442 0
-2536 1112 -2747 0
1992 546 2873 0
2489 321 -2461 0
1536 71 1573 0
1635 256 1820 0
-1066 50 1942 0
1194 1890 2311 0
2061 2381 -1339 0
-1813 2958 -369 0
-569 439 119 0
2363 1676 534 0
-2424 -254 765 0
-1165 1310 226 0
147 1601 -1616 0
-2139 1159 438 0
1208 -2471 -888 0
1766 1596 -379 0
951 901 2622 0
-2414 1665 -1073 0
-1666 -1735 1951 0
1862 238 -2995 0
797 -969 2254 0
2525 2265 2532 0
624 3000 1814 0
2726 -90 1293 0
2933 465 791 0
-2192 178 -2916 0
-2280 503 -2687 0
-1499 1075 -556 0
1014 2646 -2020 0
1243 -2811 -2462 0
2782 161 -2942 0
-2188 -2392 1998 0
1315 -195 1003 0
749 1709 1999 0
301 -2298 -1778 0
-2654 268 1497 0
169 -1099 -2733 0
-2811 -2855 2584 0
799 1555 -2322 0
-1858 1389 1167 0
-1736 756 -2720 0
1723 2329 1058 0
1512 2746 1910 0
1776 -2576 -129 0
-84 611 2659 0
152 1357 1371 0
1295 1233 1037 0
-2308 -137 357 0
-875 1460 14 0
-741 -2417 356 0
182 -1411 -169 0
816 -1366 -1823 0
2031 555 277 0
281 -1818 1932 0
1659 2978 1546 0
-473 2789 -2093 0
2127 982 -2822 0
-1893 1705 97 0
-2984 549 -15 0
-980 -2158 2412 0
1403 342 524 0
745 259 629 0
1619 -2458 -365 0
1630 -1617 -1245 0
1446 -1804 -2824 0
2086 -2777 70 0
17 114 210 0
1595 -2615 -2340 0
348 2107 472 0
1382 1444 2500 0
1719 -26 -69 0
1496 875 1162 0
2110 -905 -609 0
537 -2674 -2537 0
847 2073 688 0
2826 -2256 2300 0
-630 425 -2066 0
887 992 2275 0
1930 2191 -434 0
-2915 2237 -955 0
1029 2114 2545 0
2979 1123 -910 0
1661 -1590 -481 0
64 2109 -1315 0
-2973 -1109 50 0
2217 91 2566 0
-1437 -2270 1725 0
161 -1265 -1677 0
1213 1763 1304 0
-434 2483 1513 0
1359 2544 137 0
-281 880 -2376 0
-452 -2383 1232 0
-2996 -2252 1953 0
1788 1321 2650 0
1602 -455 -750 0
2650 1667 2507 0
1729 -721 1981 0
-1921 2039 -2332 0
-1457 -1742 1671 0
-403 -71 2140 0
702 2630 510 0
975 -2296 1133 0
1369 -1776 2141 0
1955 -2118 1919 0
65 805 2876 0
679 237 1934 0
-1480 1112 -256 0
1774 2453 1 0
1382 2662 1525 0
229 58 457 0
1310 2070 1426 0
-1584 2044 2529 0
2397 2177 -1823 0
1307 2447 -2055 0
1249 2952 713 0
515 -218 2317 0
533 2942 455 0
-41 689 2866 0
27 2315 2617 0
1674 -929 -997 0
-1738 -2161 1892 0
1381 1608 2020 0
-655 139 67 0
1736 1305 1437 0
-169 -2552 834 0
-43 -416 2987 0
2516 -1948 -174 0
390 320 27 0
2256 295 -1289 0
352 1536 -2264 0
-2108 1972 399 0
1692 -597 2470 0
2828 688 1783 0
-2994 -1689 1816 0
217 -572 -613 0
295 775 197 0
2023 -2329 -270 0
1788 2291 2256 0
800 -468 -7 0
873 1309 865 0
330 -2200 2441 0
114 -2693 150 0
1472 265 815 0
433 -1789 1723 0
-1893 744 -957 0
-726 -2445 2475 0
2283 -381 -2103 0
105 1967 -1103 0
-227 1726 2046 0
1668 2294 1340 0
1926 2960 2293 0
2095 2717 1184 0
1168 -2250 381 0
1799 1049 203 0
247 -771 497 0
1785 -638 -1362 0
-1655 -962 2546 0
-1816 -2817 2892 0
1478 1897 93 0
-2289 423 -2896 0
14 2856 698 0
2180 2725 2806 0
-2771 2970 -1352 0
-1414 1744 -1506 0
1634 22 1962 0
1878 2799 -1435 0
2243 -2891 -685 0
-1058 1809 -2715 0
544 338 830 0
2903 1146 -2931 0
-2285 -467 1082 0
-17 255 1971 0
-1504 -2789 647 0
644 -676 2765 0
-2668 2260 1839 0
2708 -2000 -2136 0
942 -345 -1935 0
-2437 2546 2824 0
-1930 -2322 1411 0
-2977 -737 740 0
2589 -1576 1726 0
1156 2568 -2669 0
980 1138 1242 0
57 1444 540 0
-12 -2215 2952 0
-1435 -2403 125 0
-2512 -2837 771 0
-746 -1409 671 0
579 -210 1062 0
281 -801 190 0
1842 2949 588 0
973 -1271 196 0
-771 -2690 880 0
1366 633 187 0
88 1918 560 0
2128 -690 -2939 0
1450 1592 -915 0
1520 917 2671 0
1962 1103 936 0
1575 -765 1638 0
-995 -1642 368 0
1314 1925 -2187 0
2983 -135 2537 0
1951 -1133 -2883 0
1122 -1879 -774 0
2292 1152 -1320 0
535 -975 2194 0
560 457 -117 0
942 -1815 2943 0
-1371 2275 -2764 0
814 -1211 -192 0
-2113 2523 996 0
2651 1468 2942 0
-2387 2407 -530 0
652 1287 243 0
-1950 1010 -465 0
1104 502 1547 0
-1806 6 -2214 0
-1633 2611 1594 0
1876 383 -1394 0
2376 -1098 2824 0
523 -1752 -2483 0
1011 -2581 2294 0
1212 534 1557 0
682 2095 -314 0
1459 -768 1624 0
26 1370 -1388 0
1306 1590 703 0
462 -2944 -2938 0
2137 1848 2112 0
1438 -2844 1077 0
-889 -955 2848 0
-2735 -996 1541 0
-342 1919 273 0
-1361 -2693 920 0
1110 2698 517 0
-1072 -1515 1755 0
2455 -2923 -126 0
1552 1333 -251 0
340 -631 -793 0
487 -1290 -2641 0
1366 -2248 2605 0
2681 2586 160 0
1395 2843 2306 0
671 -2620 803 0
2806 1995 73 0
-180 -2305 2166 0
168 -2104 -34 0
764 -1222 -1449 0
-1221 2923 -318 0
2450 2696 -2731 0
1904 2286 2818 0
1770 796 -67 0
25 134 2845 0
1231 -274 -2682 0
-704 2340 2142 0
171 2341 1360 0
2831 -2979 1943 0
218 1871 -2471 0
2907 326 1489 0
-1482 312 -878 0
-1892 2722 -2003 0
815 -2044 -1494 0
2327 1589 93 0
-2849 2049 2000 0
1538 912 -292 0
1058 2817 759 0
1960 -1646 113 0
409 -1501 -847 0
2785 2724 2169 0
2204 353 270 0
-2820 527 -1673 0
2606 2286 2758 0
2600 966 -115 0
-322 -1242 1228 0
54 -1419 -2023 0
1104 -2849 1199 0
-2838 1250 -2692 0
-1974 -2734 1741 0
401 2056 2816 0
2303 2178 610 0
-929 2121 -2208 0
-1383 -2547 790 0
-1269 2466 1980 0
2209 2284 721 0
-729 2294 1010 0
676 1356 1392 0
576 2076 1922 0
1074 -2465 -437 0
1151 707 402 0
716 1663 -490 0
866 -835 -105 0
-2775 2512 -1071 0
-1284 901 563 0
2980 1066 496 0
2624 56 -2970 0
1536 1827 2896 0
-1335 717 552 0
2831 336 1703 0
-435 -348 1835 0
2000 -1648 805 0
2031 -2836 -2877 0
-1290 2932 -2084 0
1934 1137 241 0
590 -2663 -1758 0
-1424 2227 -22 0
2962 2530 -1015 0
-464 33 1531 0
83 805 2312 0
-1476 -1336 1803 0
2564 -2156 2434 0
-1405 798 230 0
918 1438 247 0
-2854 2842 -2610 0
2427 1420 -1862 0
1158 360 -2836 0
1512 287 2947 0
2320 -2313 2525 0
2113 1354 2718 0
-1193 1387 89 0
365 1629 2003 0
-1757 1571 2704 0
-2053 1452 1525 0
707 2305 766 0
-2624 1575 -1057 0
-741 1573 -385 0
-622 1607 2207 0
260 1726 2453 0
136 1177 2783 0
1607 841 -1143 0
2162 -281 2524 0
1067 2657 1398 0
2139 -2292 -2599 0
2864 2017 245 0
318 1015 2619 0
2544 593 2548 0
2764 1195 2133 0
1879 1608 2127 0
394 -2950 -404 0
1875 -2096 1303 0
-1206 294 1987 0
1698 -1513 -948 0
145 -1340 -106 0
-1350 2100 836 0
1018 785 2876 0
1309 741 1296 0
2258 2729 2711 0
1773 -2273 -1569 0
2258 2986 1497 0
2333 1766 2181 0
-2986 -1853 1321 0
1493 1778 872 0
283 -1565 -2099 0
1837 61 -1955 0
963 1921 -2215 0
-2583 -2248 2816 0
-946 1016 2535 0
-2272 2789 -1841 0
-2043 -504 313 0
-1530 2823 -2410 0
-2729 -1627 2138 0
104 -1339 -1660 0
2206 -1538 648 0
1020 1445 436 0
723 2936 1555 0
-1479 1501 1729 0
-1716 260 -1749 0
-318 689 -787 0
-2536 994 -272 0
1818 1094 -1787 0
2906 204 792 0
-164 -23 1078 0
1652 1949 2316 0
-1999 389 -1675 0
2329 557 1676 0
2973 -1546 1099 0
2089 -2505 1799 0
-2741 2259 -574 0
